,GENDER,AGE_GROUP,CT_PY_CYCLE_CD,CT_PY_PD,mean_AMT,GBN_CD_1,GBN_CD_2,GBN_CD_3,GBN_CD_4,보험계약건수,해지율,만기율,청구건수,계약유지율,코사인군집
16057,1,4,2,15,78.0,0,0,0,1,5.0,1.2,0.0,0.0,100.0,4
16058,1,4,2,10,16.0,0,0,0,1,3.0,0.33,0.0,0.0,100.0,2
16059,2,4,2,15,78.66666666666667,0,0,0,1,17.0,0.18,0.0,1.0,7.777777777777778,3
16060,2,4,2,30,59.0,1,0,0,0,6.0,0.5,0.0,0.0,100.0,0
16061,1,5,2,5,44.0,1,1,1,1,6.0,0.17,0.0,0.0,100.0,0
16062,1,3,2,10,18.0,1,0,0,0,7.0,0.43,0.14,1.0,10.0,1
16063,2,4,2,20,47.0,0,1,0,0,9.0,0.0,0.22,0.0,100.0,0
16064,2,5,2,20,53.0,1,1,1,0,16.0,0.12,0.25,3.0,100.0,0
16065,1,6,2,15,8.0,1,0,1,1,8.0,0.0,0.0,1.0,100.0,2
16066,2,4,1,0,20.0,1,0,0,0,1.0,0.0,0.0,0.0,100.0,2
16067,2,6,2,20,51.0,1,1,1,0,6.0,0.33,0.0,0.0,100.0,0
16068,1,5,2,20,17.0,1,0,1,1,7.0,0.0,0.14,2.0,100.0,2
16069,2,5,2,15,48.0,1,0,0,1,13.0,0.08,0.23,0.0,100.0,0
16070,1,6,2,15,72.0,1,0,1,1,5.0,0.0,0.0,4.0,26.666666666666668,1
16071,1,1,1,0,15.0,1,0,0,1,6.0,0.17,0.67,0.0,100.0,2
16072,2,5,2,10,90.0,1,0,0,0,1.0,0.0,0.0,0.0,100.0,4
16073,2,5,2,20,23.0,0,1,1,1,7.0,0.43,0.0,1.0,100.0,2
16074,1,5,2,20,57.0,1,1,1,1,8.0,0.0,0.25,1.0,100.0,0
16075,2,3,1,0,15.0,1,0,0,0,1.0,0.0,0.0,0.0,100.0,2
16076,2,5,2,20,8.0,1,1,1,1,2.0,0.0,0.0,4.0,100.0,2
16077,1,3,2,20,21.0,1,0,1,1,7.0,0.14,0.14,2.0,35.0,0
16078,1,6,2,47,70.33333333333333,1,0,0,0,6.0,0.0,0.0,1.0,100.0,4
16079,1,5,2,20,180.0,1,1,1,1,8.0,0.38,0.0,0.0,38.75,3
16080,1,2,2,20,34.0,1,0,1,1,12.0,0.5,0.08,2.0,100.0,0
16081,1,2,1,0,33.0,1,1,1,1,3.0,0.0,0.33,0.0,100.0,2
16082,2,4,2,20,61.0,1,1,1,0,10.0,0.3,0.0,0.0,100.0,0
16083,1,5,2,20,15.0,0,0,1,1,7.0,0.29,0.0,5.0,100.0,2
16084,1,6,1,0,430.0,1,1,1,1,12.0,0.17,0.0,1.0,100.0,3
16085,2,5,2,15,110.0,0,0,0,1,16.0,0.25,0.19,2.0,100.0,4
16086,2,2,2,10,9.0,0,0,0,1,5.0,0.0,0.4,0.0,100.0,2
16087,2,5,2,15,14.0,1,0,0,0,12.0,0.0,0.0,0.0,1.1111111111111112,3
16088,1,5,2,20,36.0,1,1,1,1,2.0,0.0,0.0,1.0,100.0,0
16089,1,3,2,20,30.5,1,0,1,0,12.0,0.08,0.25,2.0,100.0,0
16090,2,4,2,15,45.0,1,1,1,1,11.0,0.36,0.09,6.0,31.666666666666664,4
16091,1,2,2,20,73.0,1,1,1,1,4.0,0.5,0.25,0.0,100.0,0
16092,2,3,2,20,12.0,1,1,1,1,4.0,0.0,0.0,0.0,24.166666666666668,0
16093,2,6,2,36,54.0,1,1,1,1,14.0,0.21,0.14,3.0,100.0,0
16094,1,3,2,20,44.0,1,1,1,1,10.0,0.7,0.0,2.0,38.75,4
16095,1,5,2,20,11.0,1,0,0,1,3.0,0.33,0.0,0.0,52.083333333333336,2
16096,2,6,2,10,47.0,1,1,0,0,15.0,0.2,0.0,1.0,100.0,0
16097,2,6,2,20,38.0,1,1,0,0,11.0,0.27,0.27,0.0,100.0,0
16098,1,5,2,25,120.0,1,1,1,1,4.0,0.0,0.25,0.0,100.0,4
16099,2,4,2,10,66.0,0,0,1,1,7.0,0.43,0.0,1.0,100.0,0
16100,2,7,2,1,12.0,1,1,0,1,15.0,0.0,0.8,0.0,100.0,2
16101,2,4,2,20,27.0,1,1,1,1,1.0,1.0,0.0,0.0,100.0,2
16102,2,4,2,20,41.0,1,1,1,1,4.0,0.25,0.0,0.0,100.0,0
16103,1,3,2,20,8.0,1,0,1,1,8.0,0.0,0.0,2.0,20.416666666666668,2
16104,2,8,2,10,30.0,0,1,0,0,3.0,0.33,0.0,0.0,50.83333333333333,0
16105,2,5,2,25,47.0,1,1,0,0,12.0,0.42,0.0,3.0,100.0,0
16106,1,3,2,20,19.0,1,1,1,1,8.0,0.38,0.12,3.0,100.0,2
16107,2,4,2,30,36.0,1,1,1,1,11.0,0.36,0.09,2.0,100.0,0
16108,2,5,2,15,31.0,1,1,0,0,9.0,0.22,0.0,0.0,100.0,0
16109,2,6,1,0,42.0,1,0,0,0,7.0,0.29,0.43,0.0,100.0,0
16110,1,6,2,20,170.0,1,1,1,1,9.0,0.44,0.11,0.0,100.0,1
16111,2,5,2,20,39.0,1,1,1,1,4.0,0.25,0.0,0.0,100.0,0
16112,2,6,2,10,8.0,1,1,1,1,1.0,1.0,0.0,3.0,100.0,2
16113,1,3,2,20,45.0,1,1,1,0,7.0,0.43,0.57,2.0,100.0,0
16114,2,2,2,20,48.0,1,1,1,1,4.0,0.0,0.5,0.0,100.0,0
16115,2,3,2,20,62.0,1,1,0,1,4.0,0.25,0.75,1.0,100.0,0
16116,1,6,2,20,39.5,1,1,1,0,5.0,0.2,0.0,1.0,100.0,0
16117,1,7,2,3,1.0,1,1,1,0,3.0,0.33,0.33,0.0,100.0,2
16118,1,4,2,10,49.0,1,0,0,1,4.0,0.0,0.25,1.0,100.0,0
16119,2,6,2,15,18.0,0,1,0,0,1.0,0.0,0.0,0.0,100.0,2
16120,2,2,2,20,43.5,1,1,1,1,8.0,0.5,0.12,0.0,100.0,0
16121,2,7,2,1,75.0,1,1,1,1,11.0,0.09,0.73,0.0,100.0,4
16122,2,7,2,15,36.0,1,1,1,0,1.0,0.0,0.0,0.0,80.55555555555556,0
16123,2,4,2,20,40.0,1,1,0,0,12.0,0.17,0.17,0.0,100.0,0
16124,2,4,2,20,28.33333333333333,1,1,1,0,7.0,0.14,0.57,2.0,100.0,2
16125,1,4,2,25,40.0,1,1,1,1,6.0,0.0,0.17,2.0,100.0,0
16126,2,6,2,10,85.0,0,1,0,0,12.0,0.08,0.42,2.0,100.0,4
16127,1,6,2,20,90.0,1,1,0,1,2.0,0.0,0.0,6.0,3.75,3
16128,1,4,2,15,160.0,1,1,1,1,11.0,0.27,0.0,0.0,100.0,1
16129,1,5,2,10,54.0,1,1,0,0,7.0,0.14,0.0,2.0,100.0,0
16130,2,5,2,10,24.0,1,0,1,1,12.0,0.58,0.0,0.0,100.0,2
16131,2,3,2,30,46.0,1,1,1,1,19.0,0.37,0.05,1.0,100.0,0
16132,2,2,2,20,25.0,1,1,1,1,4.0,0.0,0.0,0.0,100.0,2
16133,1,6,2,10,18.0,1,1,1,1,3.0,0.33,0.33,3.0,100.0,2
16134,1,5,2,3,180.0,1,0,1,1,15.0,0.2,0.2,0.0,100.0,1
16135,2,4,2,15,66.0,1,1,1,0,4.0,0.25,0.25,2.0,100.0,0
16136,2,3,2,10,41.0,0,0,1,1,2.0,0.0,0.0,0.0,100.0,0
16137,1,2,2,31,81.0,1,0,0,0,2.0,0.0,0.0,1.0,100.0,4
16138,1,3,2,30,96.0,1,1,1,1,10.0,0.1,0.5,0.0,100.0,4
16139,1,4,2,10,72.0,1,0,0,0,5.0,0.0,0.0,1.0,100.0,0
16140,1,3,2,20,160.0,1,1,1,1,21.0,0.19,0.05,0.0,10.833333333333334,3
16141,2,4,2,10,55.0,1,0,0,0,5.0,0.2,0.0,0.0,100.0,0
16142,1,6,2,10,130.0,1,0,0,0,14.0,0.07,0.36,0.0,100.0,4
16143,2,3,2,20,36.0,1,1,1,1,11.0,1.0,0.0,0.0,0.0,3
16144,1,2,2,30,190.0,1,1,1,1,3.0,0.67,0.0,0.0,100.0,1
16145,1,6,2,20,15.0,1,1,1,1,4.0,0.5,0.0,0.0,8.333333333333332,1
16146,2,5,2,15,19.0,1,1,1,0,2.0,0.0,0.0,0.0,100.0,2
16147,2,3,2,20,28.33333333333333,1,1,1,0,3.0,0.33,0.0,6.0,100.0,2
16148,2,6,2,20,80.0,1,1,1,1,8.0,0.25,0.0,1.0,100.0,4
16149,1,3,2,30,140.0,1,1,1,1,13.0,0.15,0.31,1.0,100.0,4
16150,2,5,2,20,23.0,1,0,1,0,5.0,0.4,0.0,2.0,100.0,2
16151,1,5,2,10,390.0,1,1,1,1,14.0,0.29,0.0,1.0,100.0,1
16152,2,5,2,15,30.0,1,1,1,1,6.0,0.33,0.0,0.0,100.0,2
16153,2,5,2,20,133.33333333333334,1,1,1,1,3.0,0.0,0.0,0.0,100.0,4
16154,2,7,1,0,5000.0,1,0,0,0,22.0,0.36,0.23,0.0,100.0,3
16155,1,2,2,30,86.0,1,1,1,1,5.0,0.0,0.0,2.0,100.0,4
16156,1,5,2,5,45.0,1,1,0,1,4.0,0.25,0.0,0.0,100.0,0
16157,1,3,2,10,28.0,0,0,1,1,3.0,0.33,0.0,0.0,100.0,2
16158,1,6,2,20,46.0,1,1,1,1,3.0,0.67,0.0,0.0,20.416666666666668,1
16159,1,7,2,10,7.0,1,1,1,0,7.0,0.14,0.29,0.0,70.0,2
16160,1,5,2,20,115.0,1,1,1,1,3.0,0.0,0.0,1.0,100.0,4
16161,2,7,2,5,13.0,0,1,1,1,2.0,1.0,0.5,0.0,100.0,2
16162,2,4,2,25,78.0,1,1,1,0,5.0,0.0,0.0,0.0,100.0,4
16163,2,7,2,20,14.0,1,1,1,1,6.0,0.5,0.0,0.0,100.0,2
16164,1,3,2,20,230.0,1,1,1,1,9.0,0.33,0.56,0.0,100.0,1
16165,1,3,2,3,11.0,1,1,1,1,6.0,0.33,0.17,4.0,100.0,2
16166,1,4,1,0,110.0,1,1,1,0,13.0,0.54,0.0,1.0,100.0,4
16167,1,6,2,20,110.0,1,1,1,0,8.0,0.38,0.12,3.0,100.0,4
16168,2,3,2,20,21.0,1,1,0,0,1.0,0.0,0.0,0.0,100.0,2
16169,1,5,2,15,27.0,1,0,0,0,8.0,0.25,0.0,1.0,100.0,2
16170,1,5,1,0,390.0,1,1,1,1,8.0,0.62,0.0,0.0,97.2222222222222,3
16171,1,5,2,20,60.5,1,1,1,1,10.0,0.1,0.2,1.0,100.0,0
16172,2,6,2,20,163.33333333333334,1,1,1,1,3.0,0.0,0.0,0.0,100.0,1
16173,1,5,2,20,39.0,1,0,1,0,4.0,0.5,0.0,0.0,9.166666666666666,3
16174,2,6,2,20,10.0,1,1,1,1,11.0,0.73,0.0,0.0,100.0,2
16175,2,5,2,25,91.0,1,1,1,1,4.0,0.25,0.0,0.0,2.666666666666667,3
16176,1,3,2,15,8.0,1,0,0,1,10.0,0.3,0.1,1.0,100.0,2
16177,2,5,2,20,47.0,1,1,1,0,4.0,0.0,0.0,1.0,100.0,0
16178,1,5,2,20,202.0,1,1,1,1,18.0,0.61,0.0,0.0,100.0,1
16179,1,5,2,20,16.0,1,0,1,1,6.0,0.5,0.0,2.0,100.0,2
16180,1,7,2,10,33.0,1,0,1,0,12.0,0.25,0.0,0.0,54.16666666666666,0
16181,1,5,2,20,43.0,1,0,0,1,19.0,0.53,0.0,0.0,100.0,0
16182,2,7,2,10,60.0,1,1,0,0,3.0,0.0,0.0,1.0,100.0,0
16183,1,2,1,0,31.0,1,0,0,0,3.0,0.33,0.33,0.0,100.0,2
16184,2,4,2,20,23.0,0,1,0,0,6.0,0.83,0.0,0.0,100.0,2
16185,1,5,2,20,18.0,0,1,0,0,3.0,0.33,0.0,0.0,10.416666666666668,1
16186,2,3,2,20,7.0,1,0,0,1,10.0,0.3,0.0,1.0,100.0,2
16187,1,4,2,20,18.0,1,1,1,1,8.0,0.62,0.0,0.0,100.0,2
16188,2,5,2,15,45.0,1,1,0,1,15.0,0.4,0.0,0.0,100.0,0
16189,2,3,1,0,6.0,1,0,0,0,5.0,0.4,0.2,4.0,100.0,2
16190,1,2,2,20,21.0,1,1,1,1,11.0,0.55,0.18,0.0,13.750000000000002,1
16191,2,5,2,25,31.0,1,1,1,0,6.0,0.0,0.0,0.0,100.0,0
16192,1,6,2,15,60.0,1,0,1,1,6.0,0.0,0.0,4.0,100.0,0
16193,1,6,2,20,130.0,1,1,1,1,9.0,0.67,0.0,1.0,100.0,4
16194,1,4,2,15,51.0,1,1,1,1,8.0,0.25,0.12,0.0,100.0,0
16195,2,5,2,3,5.0,1,0,1,1,13.0,0.23,0.08,1.0,100.0,2
16196,1,5,1,0,53.0,1,0,0,1,12.0,0.08,0.75,1.0,100.0,0
16197,2,4,2,20,20.0,1,1,1,1,9.0,0.56,0.11,5.0,100.0,2
16198,1,2,2,20,34.0,1,1,0,1,2.0,0.5,0.0,0.0,100.0,0
16199,2,3,2,10,10.0,1,1,1,1,3.0,0.0,0.33,0.0,100.0,2
16200,2,7,2,15,115.0,1,1,1,1,5.0,0.0,0.0,0.0,100.0,4
16201,2,5,2,20,91.0,1,1,1,0,9.0,0.44,0.22,3.0,100.0,4
16202,2,6,2,10,22.0,1,1,1,1,9.0,0.0,0.0,1.0,2.5,3
16203,2,5,2,20,27.0,0,1,1,1,11.0,0.45,0.18,0.0,3.75,3
16204,2,2,2,10,40.0,1,1,1,1,2.0,0.5,0.0,1.0,100.0,0
16205,1,1,2,10,34.0,0,0,1,1,11.0,0.82,0.0,0.0,1.6666666666666667,3
16206,1,6,2,20,133.33333333333334,1,1,1,0,5.0,0.2,0.2,0.0,100.0,4
16207,1,6,2,20,33.0,1,1,1,1,6.0,1.33,0.0,1.0,100.0,0
16208,1,3,1,0,21.0,1,0,0,0,1.0,0.0,1.0,0.0,100.0,2
16209,2,6,2,20,24.0,1,1,1,1,1.0,0.0,0.0,0.0,100.0,2
16210,1,2,2,5,24.0,0,0,1,1,7.0,0.29,0.14,0.0,100.0,2
16211,1,4,2,65,150.0,1,1,1,1,8.0,0.62,0.12,1.0,11.538461538461538,3
16212,2,4,2,30,87.0,1,1,1,1,1.0,0.0,0.0,0.0,100.0,4
16213,2,5,2,10,24.0,0,0,0,1,11.0,0.09,0.0,1.0,100.0,2
16214,2,2,2,20,36.0,1,1,1,1,5.0,0.0,0.0,1.0,6.25,3
16215,2,7,2,1,16.0,1,1,1,1,10.0,0.0,0.8,0.0,100.0,2
16216,1,3,2,20,10.0,1,0,0,0,6.0,0.17,0.0,0.0,100.0,2
16217,1,2,2,20,18.0,1,1,1,1,6.0,0.33,0.17,1.0,19.58333333333333,4
16218,2,4,2,10,11.0,1,0,1,1,4.0,0.25,0.0,1.0,100.0,2
16219,2,3,2,20,48.25,1,1,1,0,1.0,0.0,0.0,3.0,17.916666666666668,1
16220,1,7,2,3,58.0,1,1,1,0,17.0,0.0,0.18,0.0,100.0,0
16221,1,2,2,20,26.0,1,0,1,1,10.0,0.1,0.0,3.0,100.0,2
16222,1,6,2,5,46.0,1,1,1,1,11.0,0.0,0.55,0.0,100.0,0
16223,2,2,2,10,29.0,0,0,1,1,15.0,0.53,0.27,0.0,100.0,2
16224,2,3,2,20,78.0,1,1,1,0,3.0,0.0,0.33,1.0,100.0,4
16225,1,4,2,20,14.0,1,1,1,1,9.0,0.22,0.22,1.0,100.0,2
16226,2,3,2,10,33.0,0,0,0,1,9.0,0.0,0.11,4.0,100.0,0
16227,1,4,2,20,16.0,1,1,1,1,6.0,0.33,0.0,2.0,19.166666666666668,4
16228,2,7,2,15,16.0,1,1,1,0,20.0,0.05,0.65,0.0,71.66666666666667,2
16229,2,6,2,15,18.0,1,1,1,1,1.0,0.0,0.0,2.0,100.0,2
16230,1,3,2,20,24.0,1,1,1,1,9.0,0.56,0.11,0.0,100.0,2
16231,1,3,2,30,46.0,1,1,1,1,6.0,0.5,0.0,2.0,100.0,0
16232,1,5,2,10,96.0,1,0,0,0,9.0,0.11,0.11,0.0,78.33333333333333,4
16233,2,5,2,20,32.0,1,1,1,1,5.0,0.6,0.2,0.0,100.0,0
16234,1,4,2,30,27.0,0,1,0,0,6.0,0.0,0.17,0.0,100.0,2
16235,2,3,2,20,12.0,1,0,1,1,20.0,0.65,0.2,0.0,14.583333333333334,1
16236,1,3,2,20,17.0,1,1,1,1,7.0,0.0,0.0,0.0,100.0,2
16237,2,4,2,3,12.0,1,0,0,0,2.0,0.0,0.5,1.0,100.0,2
16238,2,4,2,15,130.0,1,1,1,1,4.0,0.0,0.0,3.0,8.88888888888889,3
16239,2,3,2,10,32.0,1,1,1,0,12.0,0.17,0.0,1.0,100.0,0
16240,1,5,2,20,21.0,1,1,1,1,2.0,0.0,0.0,0.0,100.0,2
16241,2,5,2,15,33.0,1,0,1,0,10.0,0.1,0.1,1.0,100.0,0
16242,2,3,2,15,34.0,1,0,0,1,11.0,0.27,0.09,0.0,87.77777777777777,0
16243,1,3,2,3,8.0,1,1,1,1,15.0,0.47,0.2,2.0,100.0,2
16244,2,4,2,3,900.0,1,0,0,0,2.0,0.0,0.0,2.0,100.0,3
16245,1,3,2,20,89.33333333333333,1,1,1,0,8.0,0.0,0.0,2.0,100.0,4
16246,2,6,2,10,28.0,1,1,0,0,6.0,0.17,0.5,1.0,100.0,2
16247,2,6,2,20,39.0,1,1,1,1,12.0,0.5,0.17,0.0,100.0,0
16248,1,4,2,10,8.0,1,0,0,0,14.0,0.57,0.14,0.0,100.0,2
16249,2,7,2,10,45.0,0,1,0,0,1.0,0.0,0.0,0.0,100.0,0
16250,1,5,3,10,4000.0,1,0,0,1,15.0,0.07,0.0,0.0,100.0,3
16251,2,5,2,15,82.0,1,1,0,0,6.0,0.0,0.0,6.0,100.0,4
16252,1,7,2,10,54.0,1,0,1,1,12.0,0.67,0.08,0.0,100.0,0
16253,2,6,2,38,33.0,0,1,1,1,9.0,0.44,0.0,2.0,100.0,0
16254,1,5,2,20,72.0,1,1,1,1,13.0,0.15,0.15,0.0,100.0,0
16255,2,5,2,15,47.5,1,1,1,0,9.0,0.0,0.33,0.0,100.0,0
16256,2,5,2,20,39.0,1,1,1,1,12.0,0.0,0.0,0.0,100.0,0
16257,1,5,2,10,45.5,1,1,1,1,9.0,0.22,0.22,2.0,100.0,0
16258,1,3,2,20,100.0,1,1,1,0,5.0,0.2,0.0,4.0,100.0,4
16259,2,5,2,15,60.0,0,1,1,0,11.0,0.36,0.0,5.0,15.0,1
16260,2,6,2,10,43.0,1,1,1,0,14.0,0.07,0.0,0.0,100.0,0
16261,1,3,1,0,300.0,1,1,1,1,17.0,0.18,0.29,0.0,100.0,1
16262,2,5,2,30,35.0,1,1,0,1,10.0,0.3,0.1,1.0,100.0,0
16263,2,4,2,20,13.0,1,1,0,0,8.0,0.25,0.0,0.0,100.0,2
16264,2,3,1,0,21.0,1,0,0,0,7.0,0.0,0.71,1.0,100.0,2
16265,2,6,2,15,13.0,1,0,1,1,9.0,0.0,0.33,1.0,100.0,2
16266,1,6,2,20,41.0,1,1,0,0,11.0,0.36,0.27,2.0,100.0,0
16267,2,3,2,20,48.0,1,1,1,0,10.0,0.3,0.1,2.0,2.9166666666666665,3
16268,2,5,2,20,34.0,0,1,1,1,9.0,0.22,0.0,0.0,12.083333333333334,1
16269,1,5,2,10,70.0,1,1,1,1,6.0,0.0,0.17,0.0,100.0,0
16270,2,3,2,20,140.0,1,1,1,0,10.0,0.0,0.2,0.0,100.0,4
16271,1,6,2,5,24.0,1,0,0,0,8.0,0.0,0.25,4.0,100.0,2
16272,2,2,2,20,14.0,1,0,1,1,13.0,0.23,0.08,0.0,100.0,2
16273,1,1,2,20,42.0,1,1,1,1,13.0,0.31,0.0,0.0,100.0,0
16274,1,3,2,15,45.0,1,1,1,1,2.0,0.0,0.0,6.0,100.0,0
16275,2,5,2,10,39.0,1,1,1,0,12.0,0.25,0.0,1.0,100.0,0
16276,1,4,2,20,36.0,1,1,1,1,5.0,0.6,0.0,0.0,2.083333333333333,3
16277,2,2,1,0,310.0,1,1,1,1,5.0,0.0,0.2,1.0,100.0,1
16278,2,5,2,20,14.0,1,0,1,1,5.0,0.0,0.0,0.0,20.833333333333336,4
16279,1,2,2,20,60.0,1,1,1,1,4.0,0.75,0.0,0.0,100.0,0
16280,1,3,2,20,99.0,1,1,1,1,8.0,0.0,0.0,1.0,100.0,4
16281,1,4,2,20,78.0,1,1,1,1,7.0,0.14,0.14,0.0,100.0,4
16282,1,2,2,20,42.0,1,1,1,0,13.0,0.62,0.0,0.0,100.0,0
16283,2,3,2,20,100.0,1,1,1,1,8.0,0.25,0.0,0.0,100.0,4
16284,1,2,2,20,16.0,1,1,1,1,8.0,0.25,0.0,4.0,100.0,2
16285,1,3,2,20,45.0,1,0,1,1,11.0,0.0,0.18,0.0,100.0,0
16286,1,3,3,3,850.0,1,1,1,1,5.0,0.0,0.2,1.0,100.0,3
16287,2,4,2,20,155.0,1,1,1,1,11.0,0.18,0.09,0.0,100.0,4
16288,2,7,2,5,59.0,1,1,1,1,2.0,0.0,0.0,0.0,100.0,0
16289,1,6,2,15,80.0,1,1,1,0,2.0,0.0,1.0,5.0,100.0,4
16290,2,2,2,20,70.0,1,1,1,1,8.0,0.75,0.0,0.0,100.0,0
16291,2,4,2,10,330.0,1,0,0,0,14.0,0.21,0.0,5.0,100.0,1
16292,2,3,2,30,52.0,1,1,1,1,3.0,0.33,0.0,0.0,14.166666666666666,1
16293,2,2,2,20,60.0,1,1,1,1,8.0,0.0,0.12,3.0,100.0,0
16294,2,3,2,15,39.0,1,1,0,0,2.0,0.0,0.0,0.0,100.0,0
16295,1,3,2,20,27.0,1,1,1,1,9.0,0.0,0.0,0.0,100.0,2
16296,2,2,2,10,25.0,0,1,0,1,10.0,0.4,0.1,1.0,100.0,2
16297,1,7,2,10,55.0,0,0,0,1,4.0,0.5,0.0,3.0,100.0,0
16298,2,2,2,20,87.0,1,1,1,1,2.0,0.0,0.0,0.0,13.750000000000002,3
16299,2,3,2,10,50.0,1,1,1,0,5.0,0.4,0.4,2.0,100.0,0
16300,2,3,2,20,105.0,1,1,1,1,3.0,0.0,0.0,0.0,100.0,4
16301,2,3,2,20,91.0,1,1,1,1,5.0,0.2,0.2,0.0,100.0,4
16302,2,3,1,0,17.0,1,0,0,0,1.0,0.0,0.0,0.0,100.0,2
16303,2,1,2,15,26.0,1,1,1,1,1.0,0.0,0.0,1.0,70.0,0
16304,2,5,2,10,420.0,1,1,1,1,14.0,0.43,0.21,0.0,100.0,3
16305,1,6,2,20,44.0,0,1,0,0,6.0,0.33,0.0,3.0,100.0,0
16306,1,3,2,20,16.0,1,1,1,0,9.0,0.11,0.0,0.0,100.0,2
16307,1,3,2,20,66.0,1,1,1,0,5.0,0.0,0.2,0.0,100.0,0
16308,1,3,2,20,10.0,0,0,1,1,3.0,0.0,0.33,0.0,100.0,2
16309,1,4,2,20,63.0,1,1,1,1,11.0,0.09,0.09,0.0,100.0,0
16310,2,6,2,5,40.0,1,0,0,0,15.0,0.13,0.2,2.0,100.0,0
16311,2,3,2,20,11.0,1,0,0,1,4.0,0.0,0.0,0.0,100.0,2
16312,2,6,2,15,65.0,1,0,1,1,4.0,0.0,0.0,6.0,2.2222222222222223,3
16313,2,0,2,3,270.0,1,0,0,0,3.0,0.33,0.33,1.0,100.0,1
16314,1,6,2,20,65.0,1,1,1,1,3.0,0.0,0.0,3.0,100.0,0
16315,1,6,2,20,77.0,1,1,1,0,5.0,0.0,0.0,3.0,100.0,4
16316,1,3,2,20,16.0,1,0,0,1,5.0,0.6,0.0,1.0,12.916666666666668,1
16317,2,5,2,10,12.0,1,1,1,1,7.0,0.71,0.29,0.0,100.0,2
16318,2,6,2,25,130.0,1,1,1,1,10.0,0.7,0.0,0.0,100.0,4
16319,2,7,2,10,36.0,1,1,1,0,20.0,0.35,0.65,0.0,100.0,0
16320,2,6,2,20,68.0,1,0,1,0,11.0,0.36,0.0,0.0,100.0,0
16321,2,5,2,15,78.0,1,1,1,0,4.0,0.25,0.0,0.0,100.0,4
16322,2,6,2,12,210.0,1,0,0,0,12.0,0.0,0.08,0.0,100.0,1
16323,2,3,2,30,34.0,1,1,0,0,6.0,0.17,0.0,2.0,100.0,0
16324,1,5,2,20,120.0,1,0,1,1,2.0,0.0,0.0,0.0,100.0,4
16325,2,1,1,0,14.0,1,0,0,1,5.0,0.0,0.4,0.0,100.0,2
16326,2,5,2,25,55.5,1,1,1,0,8.0,0.5,0.12,0.0,100.0,0
16327,2,4,2,20,74.0,1,1,1,0,18.0,0.28,0.0,0.0,100.0,4
16328,2,5,2,20,77.0,1,1,1,0,7.0,0.0,0.0,1.0,100.0,4
16329,1,4,2,20,110.0,1,1,1,1,5.0,1.0,0.2,0.0,19.58333333333333,3
16330,1,6,2,20,13.0,1,1,1,1,9.0,0.56,0.0,0.0,16.25,1
16331,1,3,2,20,58.0,1,1,1,1,2.0,0.0,0.0,2.0,100.0,0
16332,2,0,2,30,84.0,1,1,1,1,10.0,0.2,0.0,1.0,13.88888888888889,3
16333,1,4,2,30,83.0,1,1,1,1,2.0,0.0,0.5,0.0,1.3888888888888888,3
16334,1,2,2,20,100.0,1,1,0,0,4.0,0.5,0.0,0.0,100.0,4
16335,1,2,2,10,26.0,0,0,1,1,6.0,0.33,0.17,1.0,100.0,2
16336,2,3,2,20,58.0,1,0,0,0,9.0,0.33,0.22,2.0,100.0,0
16337,2,3,2,30,70.0,1,1,0,1,1.0,0.0,0.0,0.0,100.0,0
16338,2,5,2,20,34.5,1,1,1,1,6.0,0.17,0.0,0.0,100.0,0
16339,1,5,1,0,300.0,1,1,1,1,6.0,0.5,0.17,4.0,100.0,1
16340,1,6,2,20,22.0,1,1,1,1,1.0,0.0,1.0,1.0,8.75,1
16341,1,5,2,20,15.0,1,1,1,1,11.0,0.64,0.0,2.0,100.0,2
16342,1,3,2,20,56.0,1,1,1,1,3.0,0.33,0.0,0.0,100.0,0
16343,1,6,2,10,96.0,1,1,0,0,9.0,0.44,0.11,2.0,100.0,4
16344,2,4,2,3,6.0,1,1,1,1,10.0,0.2,0.0,0.0,41.66666666666667,2
16345,1,6,2,15,60.0,1,1,1,1,6.0,0.33,0.17,0.0,100.0,0
16346,2,5,2,15,27.0,1,1,0,0,9.0,1.0,0.0,1.0,100.0,2
16347,1,4,2,20,62.0,1,1,1,0,3.0,0.0,0.0,2.0,100.0,0
16348,2,3,2,20,33.0,1,0,0,0,4.0,0.75,0.0,0.0,36.25,4
16349,2,6,2,10,110.0,1,0,0,1,20.0,0.25,0.0,0.0,100.0,4
16350,1,4,2,20,49.0,1,1,1,1,12.0,0.17,0.58,0.0,100.0,0
16351,1,6,2,20,29.0,0,1,1,0,6.0,0.0,0.0,0.0,100.0,2
16352,2,3,2,20,11.0,1,1,1,1,2.0,0.0,0.0,1.0,100.0,2
16353,1,4,2,30,36.0,1,1,0,0,7.0,0.43,0.0,2.0,100.0,0
16354,1,3,2,20,40.0,1,0,0,0,2.0,0.5,0.5,0.0,100.0,0
16355,2,3,2,20,26.0,1,1,1,1,7.0,0.0,0.14,2.0,100.0,2
16356,1,6,2,47,100.0,1,1,1,1,3.0,1.0,0.0,0.0,5.49645390070922,3
16357,1,5,2,20,16.0,1,1,1,0,1.0,0.0,0.0,0.0,2.083333333333333,3
16358,2,4,2,10,80.0,1,1,1,0,17.0,0.0,0.47,0.0,100.0,4
16359,1,3,2,20,100.0,1,1,1,1,7.0,0.29,0.14,0.0,100.0,4
