,GENDER,AGE_GROUP,CT_PY_CYCLE_CD,CT_PY_PD,mean_AMT,GBN_CD_1,GBN_CD_2,GBN_CD_3,GBN_CD_4,보험계약건수,해지율,만기율,청구건수,계약유지율,코사인군집
1483,1,6,2,15,130.0,1,1,1,1,8.0,0.12,0.0,6.0,100.0,4
1484,1,4,2,25,32.5,1,1,1,0,15.0,0.27,0.0,0.0,100.0,0
1485,2,6,2,10,33.0,0,1,0,0,1.0,0.0,0.0,0.0,100.0,0
1486,2,4,2,20,21.0,1,1,1,1,6.0,0.67,0.0,0.0,4.166666666666666,3
1487,2,7,2,1,62.0,1,1,1,1,16.0,0.19,0.62,0.0,100.0,0
1488,2,6,2,20,29.5,1,1,1,1,8.0,0.0,0.12,2.0,100.0,2
1489,2,4,2,20,45.0,1,1,1,1,16.0,0.44,0.0,0.0,100.0,0
1490,1,3,2,15,16.0,1,1,1,1,18.0,0.5,0.11,0.0,100.0,2
1491,1,4,2,10,24.0,1,1,1,1,9.0,0.11,0.0,0.0,36.66666666666666,0
1492,1,4,2,20,74.0,1,1,1,1,19.0,0.16,0.0,0.0,100.0,4
1493,1,4,2,20,24.0,1,1,1,1,8.0,0.12,0.25,0.0,100.0,2
1494,1,4,2,20,45.0,1,1,1,1,5.0,0.0,0.0,0.0,100.0,0
1495,2,5,2,15,8.0,1,0,0,0,6.0,0.0,0.67,0.0,100.0,2
1496,2,5,2,7,40.0,0,0,0,1,5.0,0.0,0.0,1.0,100.0,0
1497,2,5,1,0,5000.0,1,0,0,0,14.0,0.86,0.0,0.0,100.0,3
1498,2,4,2,20,18.0,1,1,1,1,14.0,0.93,0.07,0.0,100.0,2
1499,2,4,2,20,59.0,1,1,1,1,10.0,0.3,0.0,0.0,0.0,3
1500,2,4,2,20,8.0,1,1,1,1,8.0,0.75,0.0,0.0,100.0,2
1501,1,2,2,30,120.0,1,1,1,1,5.0,0.0,0.0,0.0,100.0,4
1502,1,4,2,30,59.0,0,1,0,0,17.0,0.06,0.12,0.0,100.0,0
1503,2,2,2,20,41.333333333333336,1,1,1,1,7.0,0.57,0.0,1.0,14.166666666666666,1
1504,1,4,2,20,14.0,1,0,1,1,3.0,0.33,0.0,2.0,35.833333333333336,0
1505,2,3,2,20,64.0,1,1,1,1,3.0,0.33,0.0,0.0,100.0,0
1506,1,4,2,10,33.0,0,1,0,0,5.0,0.4,0.4,2.0,86.66666666666667,0
1507,2,2,2,25,150.0,1,1,1,1,14.0,0.14,0.0,0.0,100.0,4
1508,2,3,2,20,130.0,1,1,1,1,4.0,0.0,0.5,0.0,100.0,4
1509,1,7,2,20,99.0,1,1,1,0,14.0,0.5,0.0,1.0,100.0,4
1510,2,2,2,20,7.0,1,1,1,0,1.0,0.0,1.0,2.0,100.0,2
1511,1,4,2,20,210.0,1,1,1,0,5.0,0.0,0.0,0.0,100.0,1
1512,1,6,2,20,24.0,1,1,1,0,22.0,0.45,0.0,0.0,100.0,2
1513,2,3,2,20,33.0,1,0,1,1,2.0,0.0,0.0,0.0,100.0,0
1514,1,3,2,20,84.33333333333333,1,0,0,0,4.0,0.0,0.0,2.0,100.0,4
1515,1,3,2,15,36.0,1,1,1,0,3.0,0.33,0.0,3.0,100.0,0
1516,1,2,2,73,27.0,0,1,1,1,13.0,0.31,0.38,0.0,3.9954337899543377,3
1517,2,3,2,20,70.0,1,1,0,0,17.0,0.29,0.0,1.0,100.0,0
1518,2,6,2,20,85.0,1,1,1,1,5.0,0.0,0.2,0.0,100.0,4
1519,2,6,2,20,70.0,1,0,0,0,5.0,0.2,0.0,0.0,100.0,0
1520,1,6,2,2,260.0,1,0,0,0,8.0,0.25,0.25,0.0,100.0,1
1521,1,7,2,20,12.0,1,0,1,1,2.0,0.0,0.0,1.0,100.0,2
1522,2,6,2,20,32.5,1,1,0,1,7.0,0.29,0.0,0.0,100.0,0
1523,1,6,2,20,40.0,1,1,1,1,2.0,0.0,0.0,0.0,100.0,0
1524,2,4,2,20,54.0,1,1,1,1,5.0,0.0,0.0,0.0,100.0,0
1525,2,2,2,20,44.0,1,1,1,1,4.0,0.5,0.0,1.0,0.8333333333333334,3
1526,1,2,2,20,61.0,1,1,1,1,9.0,0.56,0.0,1.0,100.0,0
1527,1,4,2,25,25.0,1,1,1,1,9.0,0.11,0.0,1.0,100.0,2
1528,1,4,2,20,18.0,1,0,1,1,3.0,0.0,0.0,2.0,100.0,2
1529,2,3,2,20,34.0,1,1,1,1,5.0,0.0,0.4,0.0,100.0,0
1530,1,3,2,20,30.5,1,0,0,0,1.0,0.0,0.0,0.0,100.0,2
1531,2,4,2,20,8.0,1,1,0,0,11.0,0.55,0.09,3.0,100.0,2
1532,2,6,2,20,78.0,1,1,1,1,6.0,0.33,0.0,0.0,100.0,4
1533,2,6,2,10,24.0,0,1,0,0,6.0,0.33,0.0,0.0,100.0,2
1534,1,5,2,15,31.0,1,0,0,0,10.0,0.0,0.0,0.0,100.0,0
1535,1,2,2,25,58.0,1,1,1,1,11.0,0.09,0.0,0.0,100.0,0
1536,2,5,2,20,40.0,1,0,1,1,3.0,0.0,0.0,6.0,100.0,0
1537,2,5,2,20,12.0,1,0,1,1,2.0,0.0,0.0,7.0,100.0,2
1538,1,7,2,5,7.0,1,1,0,0,16.0,0.25,0.19,1.0,100.0,2
1539,1,3,2,25,22.0,1,1,1,1,2.0,0.5,0.0,2.0,100.0,2
1540,1,4,1,0,680.0,1,0,0,0,12.0,0.0,0.83,0.0,100.0,3
1541,1,6,2,20,50.0,1,1,1,0,2.0,1.0,0.0,1.0,100.0,0
1542,2,4,2,20,12.0,1,1,0,1,12.0,0.25,0.0,0.0,100.0,2
1543,1,6,2,10,48.0,1,0,1,0,19.0,0.26,0.0,0.0,100.0,0
1544,2,6,2,20,20.0,0,1,0,1,11.0,0.27,0.0,0.0,100.0,2
1545,1,5,2,20,9.0,1,0,1,1,11.0,0.0,0.36,1.0,100.0,2
1546,2,5,2,20,71.0,1,1,1,1,9.0,0.11,0.22,2.0,100.0,0
1547,1,2,1,0,24.0,1,0,0,0,1.0,0.0,0.0,0.0,100.0,2
1548,1,4,2,20,53.0,1,1,1,1,10.0,0.9,0.0,0.0,100.0,0
1549,2,7,2,20,28.0,1,1,1,0,3.0,0.0,0.0,1.0,100.0,2
1550,2,3,2,5,22.0,1,0,0,0,9.0,0.0,0.44,0.0,100.0,2
1551,1,4,2,20,95.0,1,1,1,1,1.0,2.0,0.0,0.0,4.583333333333333,3
1552,2,7,2,20,73.0,1,1,1,1,1.0,0.0,0.0,0.0,100.0,0
1553,2,2,1,0,32.0,1,0,0,1,14.0,0.14,0.29,4.0,100.0,2
1554,1,5,2,10,35.0,1,0,0,1,4.0,0.5,0.25,2.0,100.0,0
1555,1,4,2,20,120.0,1,1,1,1,5.0,0.4,0.4,0.0,100.0,4
1556,1,6,2,20,39.0,1,1,1,1,1.0,1.0,0.0,0.0,100.0,0
1557,2,2,2,20,47.0,1,0,0,0,3.0,0.0,0.33,2.0,100.0,0
1558,2,3,2,21,72.33333333333333,1,1,1,0,5.0,0.2,0.0,10.0,100.0,0
1559,2,7,2,20,22.0,0,1,0,0,11.0,0.64,0.0,0.0,100.0,2
1560,1,4,2,20,390.0,1,1,1,1,14.0,0.64,0.0,0.0,100.0,1
1561,1,2,2,20,52.0,1,1,1,0,13.0,0.31,0.23,0.0,100.0,0
1562,1,5,2,20,94.0,1,1,1,1,2.0,0.0,0.0,0.0,100.0,4
1563,1,7,2,20,16.0,1,1,1,1,10.0,0.2,0.5,0.0,100.0,2
1564,1,3,2,10,140.0,1,1,1,1,10.0,0.2,0.1,2.0,100.0,4
1565,2,6,2,20,14.0,1,1,1,1,2.0,1.0,0.0,0.0,100.0,2
1566,1,3,2,20,94.0,1,1,1,0,5.0,0.6,0.0,0.0,100.0,4
1567,1,6,1,0,5000.0,1,0,0,0,15.0,0.0,0.4,0.0,100.0,3
1568,2,4,2,3,170.0,1,0,0,0,16.0,0.44,0.0,0.0,100.0,1
1569,2,3,2,30,28.0,1,1,0,0,4.0,0.25,0.0,0.0,100.0,2
1570,1,6,2,20,140.0,1,1,1,1,14.0,0.43,0.21,0.0,100.0,4
1571,2,3,2,15,160.0,1,0,0,0,4.0,0.0,0.0,0.0,100.0,1
1572,1,2,2,20,21.0,1,1,1,1,3.0,0.0,0.0,0.0,100.0,2
1573,1,4,2,20,26.0,1,1,1,1,7.0,0.0,0.14,1.0,100.0,2
1574,2,7,2,7,39.0,1,1,1,1,7.0,0.43,0.0,1.0,100.0,0
1575,1,5,2,20,15.0,1,0,1,1,6.0,0.33,0.0,3.0,100.0,2
1576,1,5,2,10,55.0,1,1,1,1,10.0,0.1,0.0,0.0,100.0,0
1577,2,5,2,10,77.0,1,1,1,0,5.0,0.6,0.0,0.0,100.0,4
1578,1,5,2,20,84.5,1,1,0,1,4.0,0.0,0.0,0.0,100.0,4
1579,2,3,2,25,24.0,1,1,1,1,4.0,0.0,0.0,0.0,100.0,2
1580,1,6,2,15,55.0,1,1,1,1,7.0,0.14,0.0,1.0,100.0,0
1581,1,5,2,51,81.0,1,1,1,1,12.0,0.17,0.0,0.0,100.0,4
1582,1,2,2,5,70.0,1,0,0,1,9.0,0.33,0.0,0.0,100.0,0
1583,2,4,2,10,33.0,1,0,0,0,18.0,0.28,0.44,2.0,100.0,0
1584,1,5,1,0,9.0,1,0,0,1,7.0,0.29,0.57,0.0,100.0,2
1585,1,5,2,10,300.0,0,1,0,0,5.0,0.2,0.0,0.0,100.0,1
1586,1,4,2,20,19.0,0,1,0,1,5.0,1.2,0.0,0.0,100.0,2
1587,1,4,2,55,17.0,1,1,1,1,15.0,0.67,0.0,0.0,5.151515151515151,3
1588,2,3,2,20,44.66666666666666,1,0,0,0,6.0,0.17,0.33,4.0,100.0,0
1589,1,4,2,20,44.0,1,1,1,1,2.0,0.0,0.0,0.0,100.0,0
1590,1,4,2,20,110.0,1,1,1,1,14.0,0.57,0.0,0.0,100.0,4
1591,1,3,2,20,21.0,1,1,1,1,6.0,0.33,0.0,0.0,100.0,2
1592,1,2,2,10,29.0,0,0,1,1,4.0,0.75,0.0,0.0,100.0,2
1593,1,3,2,20,31.0,1,1,0,0,2.0,0.0,0.0,0.0,100.0,0
1594,2,5,2,20,13.0,1,0,0,1,9.0,0.33,0.11,1.0,100.0,2
1595,1,4,2,15,16.0,0,1,1,1,5.0,0.2,0.2,3.0,100.0,2
1596,1,3,2,3,40.0,1,1,1,1,6.0,0.33,0.0,3.0,100.0,0
1597,1,5,2,15,24.0,1,0,0,0,6.0,0.0,0.0,3.0,100.0,2
1598,2,4,1,0,150.0,1,1,1,1,5.0,0.4,0.0,0.0,100.0,4
1599,1,5,2,20,36.0,1,1,1,0,11.0,0.0,0.0,0.0,100.0,0
1600,2,4,1,0,50.0,1,0,0,1,7.0,0.14,0.43,0.0,100.0,0
1601,1,4,2,20,16.0,1,0,0,1,5.0,0.0,0.0,2.0,100.0,2
1602,2,4,2,30,30.0,1,1,1,1,10.0,0.2,0.2,0.0,100.0,0
1603,1,3,2,20,50.0,1,1,1,1,7.0,0.14,0.0,0.0,100.0,0
1604,2,5,2,10,26.0,1,1,1,1,9.0,0.33,0.11,0.0,100.0,2
1605,1,4,2,20,21.0,1,1,1,1,7.0,0.0,0.14,0.0,100.0,2
1606,1,6,2,15,45.0,1,1,1,1,8.0,0.0,0.0,0.0,100.0,0
1607,2,5,2,15,18.0,1,1,1,1,3.0,0.0,0.0,6.0,100.0,2
1608,2,5,2,30,61.333333333333336,1,1,1,1,10.0,0.3,0.1,1.0,100.0,0
1609,2,7,2,15,143.33333333333334,1,1,1,0,3.0,0.33,0.0,0.0,100.0,4
1610,2,3,2,15,24.0,1,1,0,0,5.0,0.6,0.0,1.0,100.0,2
1611,2,5,2,10,14.0,1,1,1,1,11.0,0.0,0.09,0.0,100.0,2
1612,1,5,2,20,150.0,1,1,1,1,5.0,0.2,0.0,0.0,100.0,4
1613,1,3,2,10,33.0,1,1,1,1,1.0,1.0,0.0,4.0,100.0,0
1614,2,6,2,20,7.0,1,1,1,1,11.0,0.0,0.18,0.0,100.0,2
1615,1,3,2,20,14.0,1,0,0,1,9.0,0.67,0.0,2.0,100.0,2
1616,1,7,1,0,180.0,1,1,1,1,6.0,0.17,0.17,1.0,100.0,1
1617,1,2,2,20,65.0,1,1,1,1,4.0,0.25,0.0,0.0,36.66666666666666,1
1618,1,6,2,1,2.0,1,0,0,0,14.0,0.0,0.93,0.0,100.0,2
1619,1,5,2,20,13.0,1,1,1,1,15.0,0.53,0.0,1.0,100.0,2
1620,1,5,3,2,5000.0,1,0,0,1,3.0,0.0,0.0,0.0,100.0,3
1621,1,3,2,30,30.0,1,1,1,1,12.0,0.25,0.0,0.0,100.0,0
1622,2,2,2,3,20.0,1,1,1,1,5.0,0.4,0.0,0.0,100.0,2
1623,1,4,2,20,26.0,1,0,0,1,5.0,0.0,0.0,3.0,100.0,2
1624,1,4,2,15,21.0,1,1,1,1,2.0,0.0,0.5,0.0,100.0,2
1625,1,2,2,15,60.0,1,0,0,0,9.0,0.11,0.11,3.0,100.0,0
1626,2,2,1,0,7.0,1,0,0,1,2.0,0.0,0.5,1.0,100.0,2
1627,1,6,2,20,18.0,1,1,1,1,6.0,0.0,0.17,1.0,100.0,2
1628,2,5,2,20,43.0,1,1,1,1,4.0,0.0,0.0,0.0,100.0,0
1629,2,5,2,20,20.0,1,1,1,1,6.0,0.5,0.67,2.0,1.6666666666666667,3
1630,1,6,2,20,25.0,1,0,1,0,12.0,0.0,0.08,0.0,100.0,2
1631,2,2,2,15,11.0,1,0,1,1,9.0,0.22,0.0,0.0,1.1111111111111112,3
1632,2,7,1,0,5000.0,1,0,0,0,4.0,0.0,0.0,0.0,100.0,3
1633,1,8,2,20,25.0,1,1,1,0,2.0,0.5,0.5,0.0,9.583333333333334,1
1634,2,5,2,10,35.0,0,0,1,1,18.0,0.11,0.39,0.0,100.0,0
1635,2,6,2,10,27.0,1,1,0,1,7.0,0.0,0.0,2.0,15.0,1
1636,2,3,2,70,160.0,1,1,1,1,5.0,0.6,0.0,1.0,100.0,1
1637,2,2,2,20,50.0,1,1,1,1,1.0,0.0,0.0,0.0,100.0,0
1638,1,5,2,20,9.0,1,1,1,1,3.0,0.33,0.0,1.0,18.75,4
1639,1,4,2,15,39.0,1,0,0,0,7.0,0.29,0.0,5.0,100.0,0
1640,1,2,2,20,20.0,1,1,1,1,8.0,0.5,0.0,0.0,100.0,2
1641,1,7,2,15,40.0,1,1,1,1,2.0,0.0,0.0,1.0,100.0,0
1642,2,1,2,20,14.0,1,1,1,1,17.0,0.24,0.0,0.0,100.0,2
1643,1,6,2,1,40.0,1,1,1,1,17.0,0.06,0.65,1.0,100.0,0
1644,1,2,2,20,91.0,1,1,1,1,2.0,0.0,0.0,0.0,100.0,4
1645,2,1,2,20,23.5,1,1,1,1,1.0,0.0,0.0,0.0,100.0,2
1646,1,5,2,20,36.0,1,1,0,1,21.0,0.62,0.0,0.0,12.083333333333334,1
1647,2,3,2,20,200.0,1,1,1,1,13.0,0.46,0.15,0.0,100.0,1
1648,1,3,2,30,70.0,1,1,1,1,15.0,0.33,0.0,1.0,3.611111111111111,3
1649,1,1,2,30,33.0,0,1,1,0,7.0,0.0,0.0,0.0,100.0,0
1650,1,4,2,10,27.0,1,1,1,0,8.0,0.12,0.0,1.0,100.0,2
1651,1,4,2,20,12.0,1,1,1,1,18.0,0.0,0.0,1.0,100.0,2
1652,2,6,2,1,55.0,1,1,1,0,16.0,0.0,0.81,3.0,100.0,0
1653,2,3,2,30,45.0,1,1,1,1,8.0,0.25,0.25,0.0,100.0,0
1654,2,2,2,20,25.0,1,1,1,1,13.0,1.0,0.0,0.0,100.0,2
1655,2,3,2,30,78.0,1,1,1,1,9.0,0.0,0.11,0.0,100.0,4
1656,2,7,2,10,65.0,1,1,1,1,5.0,0.4,0.2,0.0,100.0,0
1657,1,4,2,20,15.0,1,0,1,1,2.0,0.0,0.0,1.0,100.0,2
1658,2,4,2,68,90.5,1,1,1,1,3.0,0.0,0.0,0.0,100.0,4
1659,1,5,2,10,190.0,1,1,1,1,1.0,0.0,0.0,0.0,100.0,1
1660,2,4,2,10,40.0,0,0,1,1,7.0,0.71,0.14,1.0,100.0,0
1661,2,6,2,20,20.0,1,1,1,1,6.0,0.33,0.0,0.0,100.0,2
1662,1,6,2,10,130.0,1,1,1,0,1.0,1.0,0.0,0.0,29.166666666666668,3
1663,1,7,2,10,40.0,1,1,1,1,7.0,0.29,0.14,0.0,100.0,0
1664,2,3,2,30,73.0,1,0,1,0,3.0,0.0,0.0,1.0,100.0,0
1665,2,4,2,10,21.0,1,1,1,1,6.0,0.17,0.17,1.0,100.0,2
1666,2,5,2,20,22.0,1,1,1,1,6.0,0.67,0.0,1.0,1.25,3
1667,2,3,2,15,127.5,1,0,0,0,6.0,0.33,0.5,0.0,100.0,4
1668,2,7,2,10,55.0,1,0,0,1,5.0,0.0,0.6,0.0,100.0,0
1669,2,6,2,20,24.0,1,0,0,0,5.0,0.4,0.0,0.0,100.0,2
1670,2,3,2,10,91.66666666666669,1,0,0,0,11.0,0.0,0.73,1.0,100.0,4
1671,1,3,2,20,20.0,1,1,1,1,1.0,1.0,0.0,3.0,100.0,2
1672,1,3,1,0,410.0,1,1,1,1,7.0,0.14,0.0,2.0,100.0,3
1673,2,5,2,10,12.0,1,1,1,1,1.0,0.0,0.0,0.0,100.0,2
1674,2,7,2,20,25.0,1,1,1,1,4.0,1.0,0.0,5.0,7.916666666666666,3
1675,2,6,2,20,140.0,1,1,1,0,10.0,0.2,0.0,0.0,100.0,4
1676,2,7,2,10,67.0,1,1,1,0,1.0,0.0,1.0,0.0,100.0,0
1677,2,4,2,25,38.0,1,0,0,0,1.0,0.0,0.0,0.0,100.0,0
1678,1,4,1,0,250.0,1,1,1,1,6.0,0.17,0.0,4.0,100.0,1
1679,2,2,2,30,32.0,1,1,0,0,5.0,0.0,0.2,0.0,100.0,0
1680,2,5,2,20,32.0,1,1,1,1,9.0,0.56,0.0,2.0,100.0,0
1681,2,5,2,15,46.0,1,1,1,1,10.0,0.4,0.1,8.0,14.444444444444445,1
1682,1,2,2,20,19.5,1,1,1,1,2.0,0.0,0.0,0.0,100.0,2
1683,2,6,2,20,60.0,1,1,1,1,14.0,0.86,0.0,0.0,100.0,0
1684,2,3,2,30,270.0,1,1,1,1,6.0,0.83,0.0,0.0,5.833333333333333,3
1685,2,5,2,10,40.0,1,1,1,1,7.0,0.0,0.29,1.0,98.33333333333331,0
1686,1,2,2,20,58.333333333333336,1,1,1,1,4.0,0.25,0.0,0.0,100.0,0
1687,2,6,2,20,48.0,1,1,1,1,16.0,0.06,0.06,0.0,100.0,0
1688,1,5,2,10,45.0,1,0,0,0,5.0,0.2,0.0,0.0,100.0,0
1689,2,5,1,0,280.0,1,1,1,1,9.0,0.0,0.33,0.0,100.0,1
1690,2,5,2,20,110.0,1,1,1,1,2.0,0.5,0.0,0.0,100.0,4
1691,1,2,2,20,20.0,1,1,1,1,3.0,0.0,0.0,1.0,100.0,2
1692,2,5,2,6,600.0,1,0,0,0,13.0,0.15,0.15,0.0,100.0,3
1693,1,2,2,20,18.0,1,1,0,0,1.0,0.0,0.0,0.0,100.0,2
1694,2,5,1,0,122.0,1,1,1,1,15.0,0.4,0.0,0.0,58.333333333333336,1
1695,1,4,2,30,70.0,1,1,0,0,6.0,0.0,0.33,0.0,3.055555555555556,3
1696,1,7,2,10,36.0,1,0,0,0,6.0,0.0,0.0,0.0,100.0,0
1697,1,4,2,20,105.0,1,1,1,1,11.0,0.18,0.0,6.0,100.0,4
1698,2,5,2,53,54.0,1,0,0,0,8.0,0.0,0.0,0.0,100.0,0
1699,1,6,2,20,48.0,0,1,1,1,12.0,0.5,0.17,2.0,2.5,3
1700,1,8,2,15,39.0,0,1,0,0,1.0,0.0,0.0,0.0,100.0,0
1701,2,4,2,20,77.0,1,0,0,1,23.0,0.13,0.65,0.0,100.0,4
1702,1,2,1,0,13.0,1,0,0,1,12.0,0.0,0.25,0.0,100.0,2
1703,2,4,2,20,70.0,1,1,1,1,14.0,0.14,0.07,1.0,100.0,0
1704,1,2,2,30,49.0,1,1,1,1,9.0,0.22,0.11,0.0,100.0,0
1705,1,5,2,20,58.0,1,1,1,1,5.0,0.0,0.0,0.0,100.0,0
1706,2,3,2,30,42.0,1,1,1,1,2.0,0.0,0.0,0.0,100.0,0
1707,1,3,2,20,75.5,1,0,0,0,7.0,0.0,0.29,3.0,100.0,4
1708,1,3,2,20,170.0,1,1,1,1,2.0,0.5,0.0,2.0,100.0,1
1709,1,4,1,0,37.0,1,0,0,1,2.0,0.0,0.5,0.0,100.0,0
1710,2,5,2,10,54.0,1,1,1,1,5.0,0.0,0.0,0.0,100.0,0
1711,1,4,2,30,75.0,1,1,1,1,5.0,0.8,0.0,3.0,100.0,4
1712,1,5,1,0,139.66666666666666,1,1,1,1,4.0,1.0,0.0,0.0,8.333333333333332,3
1713,2,5,1,3,5000.0,1,0,0,0,2.0,0.0,0.0,1.0,100.0,3
1714,1,2,2,30,120.0,1,1,1,1,9.0,0.67,0.0,2.0,100.0,4
1715,1,4,2,10,110.0,1,0,0,0,3.0,0.0,0.0,2.0,100.0,4
1716,1,2,2,30,62.0,1,1,1,1,3.0,0.0,0.0,1.0,100.0,0
1717,2,5,2,10,230.0,1,1,1,0,13.0,0.62,0.0,0.0,100.0,1
1718,2,5,2,20,40.0,1,1,1,1,6.0,0.17,0.0,0.0,100.0,0
1719,2,6,2,15,18.0,1,0,0,0,12.0,0.17,0.25,0.0,100.0,2
1720,2,5,2,10,40.0,1,1,1,1,4.0,0.5,0.0,1.0,55.00000000000001,0
1721,2,3,2,20,9.0,1,1,1,1,4.0,0.0,0.25,3.0,100.0,2
1722,1,6,2,15,41.0,0,1,1,1,7.0,0.71,0.0,1.0,23.88888888888889,1
1723,1,7,2,20,26.0,1,1,1,1,8.0,1.0,0.0,1.0,24.166666666666668,4
1724,1,5,2,20,41.0,1,1,1,0,3.0,0.67,0.0,0.0,8.75,3
1725,1,4,2,47,81.0,1,1,1,0,5.0,0.0,0.2,0.0,100.0,4
1726,2,6,1,0,240.0,1,1,1,1,4.0,0.25,0.25,1.0,100.0,1
1727,2,5,2,25,86.0,1,1,1,1,6.0,0.0,0.0,1.0,100.0,4
1728,2,4,2,10,39.0,1,0,0,0,6.0,0.0,0.0,0.0,100.0,0
1729,1,3,2,20,21.0,1,0,1,1,4.0,0.5,0.25,0.0,100.0,2
1730,1,4,2,30,48.0,1,1,1,0,8.0,0.62,0.0,0.0,100.0,0
1731,2,2,1,0,6.0,1,0,0,1,4.0,0.0,0.5,0.0,100.0,2
1732,1,7,2,10,62.0,0,1,0,0,6.0,0.17,0.0,1.0,100.0,0
1733,2,6,2,15,36.0,1,1,1,1,7.0,0.0,0.0,3.0,100.0,0
1734,2,6,2,15,16.0,1,1,1,0,2.0,0.0,0.0,0.0,100.0,2
1735,1,4,2,20,45.0,1,1,0,0,6.0,1.33,0.0,0.0,2.5,3
1736,1,3,2,15,66.0,0,0,0,1,7.0,0.43,0.0,0.0,100.0,0
1737,1,4,2,20,34.0,1,1,1,1,5.0,0.2,0.0,0.0,100.0,0
1738,1,6,2,10,130.0,1,0,0,1,6.0,0.33,0.17,0.0,100.0,4
1739,2,4,2,20,84.5,1,1,1,0,3.0,0.0,0.33,0.0,100.0,4
1740,1,5,1,0,200.0,1,1,1,1,21.0,0.14,0.14,0.0,100.0,1
1741,2,4,2,24,25.0,1,0,0,0,11.0,0.09,0.0,3.0,100.0,2
1742,2,5,2,34,55.333333333333336,1,1,1,1,12.0,0.33,0.0,4.0,24.509803921568626,1
1743,2,5,2,20,60.0,1,1,1,1,8.0,0.12,0.0,0.0,100.0,0
1744,2,6,2,20,31.0,0,1,1,0,16.0,0.19,0.5,0.0,100.0,0
1745,2,2,2,20,89.0,1,1,1,1,9.0,0.0,0.11,0.0,100.0,4
1746,2,6,2,20,42.0,0,1,0,0,5.0,0.0,0.0,0.0,30.833333333333336,4
1747,1,5,2,20,40.0,1,1,1,0,12.0,0.17,0.0,0.0,100.0,0
1748,1,5,2,15,62.0,1,0,1,1,10.0,0.3,0.2,1.0,100.0,0
1749,1,3,2,20,25.0,1,1,1,1,6.0,0.0,0.83,0.0,100.0,2
1750,2,4,2,20,41.0,1,1,1,0,12.0,0.17,0.25,2.0,100.0,0
1751,2,1,1,0,7.0,1,0,0,0,6.0,0.17,0.17,2.0,100.0,2
1752,1,6,2,20,45.0,1,1,1,0,2.0,0.0,0.0,0.0,100.0,0
1753,1,3,2,10,48.0,1,0,1,0,2.0,0.5,0.0,0.0,100.0,0
1754,1,4,1,0,160.0,1,1,1,1,7.0,0.0,0.0,2.0,100.0,1
1755,1,4,2,20,52.0,1,0,0,0,14.0,0.36,0.07,0.0,5.833333333333333,3
1756,2,4,2,5,110.0,1,0,0,0,16.0,0.44,0.0,0.0,100.0,4
1757,1,3,2,20,38.0,1,0,0,0,12.0,0.08,0.08,1.0,100.0,0
1758,2,8,2,5,90.0,0,1,0,0,23.0,0.26,0.3,0.0,100.0,4
1759,1,1,2,20,19.0,1,1,1,0,1.0,0.0,0.0,0.0,100.0,2
1760,1,6,2,20,32.0,0,1,1,1,11.0,0.0,0.45,1.0,100.0,0
1761,1,4,2,15,97.5,1,0,0,1,5.0,0.2,0.0,1.0,100.0,4
1762,2,4,2,20,8.0,1,1,1,1,10.0,0.2,0.0,0.0,100.0,2
1763,1,5,2,20,85.5,1,1,1,1,5.0,0.0,0.0,0.0,100.0,4
1764,1,4,2,20,11.0,1,0,0,1,11.0,0.09,0.45,0.0,100.0,2
1765,1,6,2,20,45.0,1,1,1,1,5.0,0.6,0.0,0.0,100.0,0
1766,2,3,2,20,25.0,1,1,1,1,5.0,0.0,0.2,3.0,100.0,2
1767,2,5,2,20,22.0,1,1,1,1,9.0,0.11,0.22,2.0,100.0,2
1768,1,5,2,20,21.0,1,1,1,1,2.0,0.0,0.0,0.0,100.0,2
1769,2,4,2,25,300.0,1,1,1,1,3.0,0.67,0.0,0.0,100.0,1
1770,2,4,2,20,27.0,1,1,1,0,3.0,0.0,0.33,0.0,100.0,2
1771,2,5,2,10,9.0,1,1,1,0,14.0,0.14,0.43,2.0,74.16666666666667,2
1772,2,4,2,20,26.0,1,1,1,1,4.0,0.0,0.0,1.0,100.0,2
1773,2,3,2,20,39.0,1,1,1,0,5.0,0.0,0.2,2.0,100.0,0
1774,1,3,2,30,140.0,1,0,1,0,11.0,0.09,0.0,0.0,100.0,4
1775,1,7,2,15,41.0,1,1,1,1,2.0,0.0,0.5,1.0,100.0,0
1776,2,3,2,76,59.0,1,1,1,1,4.0,0.0,0.0,0.0,100.0,0
1777,2,4,2,20,89.0,1,0,0,0,5.0,0.0,0.2,1.0,100.0,4
1778,1,6,2,15,13.0,1,0,0,1,4.0,0.0,0.0,6.0,100.0,2
1779,1,4,2,20,8.0,1,1,1,1,14.0,0.43,0.0,2.0,100.0,2
1780,2,5,2,20,21.0,0,1,0,0,2.0,0.0,0.0,0.0,100.0,2
1781,1,2,2,20,23.0,1,1,1,1,1.0,0.0,0.0,0.0,100.0,2
1782,1,7,2,20,44.0,1,1,0,0,15.0,0.67,0.0,1.0,15.416666666666668,1
1783,1,3,2,20,42.0,1,1,1,1,5.0,0.0,0.0,1.0,100.0,0
1784,1,4,2,20,23.0,1,1,1,1,6.0,0.0,0.0,2.0,100.0,2
1785,2,2,1,0,270.0,1,0,0,0,5.0,0.0,0.4,1.0,100.0,1
1786,2,5,2,10,170.0,1,0,0,0,9.0,0.11,0.22,5.0,100.0,1
