GENDER,AGE_GROUP,reduce_GBN_CD,CT_PY_CYCLE_CD,CT_PY_PD,mean_AMT,GBN_CD_1,GBN_CD_2,GBN_CD_3,GBN_CD_4,보험계약건수,해지율,만기율,청구건수,계약유지율,업권,코사인군집
1,3,1,2,20,210.0,1,1,0,0,11.0,0.27,0.18,0.0,100.0,2,4
1,5,1,2,10,26.0,1,1,0,0,7.0,0.0,0.14,1.0,100.0,2,0
2,3,8,2,33,99.0,1,1,1,0,12.0,0.08,0.08,0.0,100.0,2,2
2,3,1,2,10,94.0,1,0,0,0,16.0,0.06,0.06,0.0,100.0,2,2
1,3,7,2,10,80.0,1,0,0,0,4.0,0.0,0.0,1.0,100.0,2,3
1,6,7,1,0,5000.0,1,0,0,0,15.0,0.0,0.4,0.0,100.0,2,1
2,6,2,2,10,22.0,0,1,0,0,15.0,0.73,0.0,0.0,7.5,2,4
1,4,7,2,10,140.0,1,0,0,0,11.0,0.0,0.09,0.0,100.0,2,2
1,2,1,2,20,260.0,1,1,1,0,5.0,0.2,0.0,0.0,10.0,2,1
2,4,7,2,10,270.0,1,0,0,0,6.0,0.17,0.0,0.0,100.0,2,4
1,4,8,2,10,71.0,0,0,0,1,6.0,0.0,0.0,0.0,100.0,2,3
2,5,7,2,12,400.0,1,0,0,0,9.0,0.22,0.0,0.0,51.388888888888886,2,1
1,5,2,2,15,11.0,0,1,1,0,6.0,0.33,0.0,1.0,100.0,2,0
2,2,2,2,20,19.0,1,1,0,0,7.0,0.0,0.0,0.0,100.0,2,0
1,5,2,2,15,49.0,1,1,1,1,8.0,0.12,0.0,0.0,100.0,2,3
2,5,1,2,10,270.0,1,0,0,0,12.0,0.17,0.17,4.0,100.0,2,4
2,3,7,1,0,5000.0,1,0,0,0,5.0,0.0,0.0,5.0,100.0,2,1
2,5,8,2,5,63.0,0,0,0,1,13.0,0.15,0.0,4.0,100.0,2,3
1,6,1,2,15,92.0,1,1,1,1,5.0,0.0,0.2,0.0,100.0,2,2
1,4,2,2,20,32.0,0,1,0,0,9.0,0.33,0.0,0.0,100.0,2,0
1,6,2,2,15,61.0,1,1,1,0,5.0,0.0,0.0,0.0,32.77777777777778,2,4
2,3,1,2,20,110.0,1,0,0,0,5.0,0.4,0.0,1.0,8.333333333333332,2,1
2,2,2,2,10,15.0,0,0,0,1,11.0,0.64,0.0,0.0,8.333333333333332,2,4
1,5,1,2,10,435.0,1,0,0,0,8.0,0.75,0.12,0.0,12.5,2,1
2,6,2,2,10,32.0,0,1,1,0,3.0,0.0,0.0,0.0,100.0,2,0
1,3,7,2,99,240.0,1,0,0,0,15.0,0.27,0.0,0.0,100.0,2,4
2,2,2,2,20,150.0,1,1,1,1,3.0,0.0,0.0,0.0,4.166666666666666,2,1
1,4,7,2,10,90.0,1,0,0,0,11.0,0.0,0.09,0.0,100.0,2,2
2,5,7,2,10,240.0,1,0,0,0,9.0,0.0,0.11,0.0,100.0,2,4
1,2,1,2,10,280.0,1,0,0,0,4.0,0.5,0.0,1.0,100.0,2,4
2,4,2,2,20,13.0,0,1,0,0,14.0,0.14,0.57,0.0,100.0,2,0
1,6,7,2,5,180.0,1,0,0,0,5.0,0.0,0.0,2.0,100.0,2,4
2,6,2,2,10,36.0,0,1,0,0,11.0,0.0,0.09,0.0,100.0,2,0
2,2,7,2,37,182.0,1,0,0,0,11.0,0.0,0.91,2.0,100.0,2,4
2,2,2,2,37,89.0,1,1,1,0,5.0,0.0,0.0,0.0,100.0,2,2
2,4,2,2,20,120.0,1,1,1,0,4.0,0.0,0.25,5.0,100.0,2,2
1,6,8,2,20,67.0,0,1,0,0,20.0,0.2,0.15,0.0,100.0,2,3
2,2,2,2,15,18.0,0,1,1,0,3.0,0.0,0.0,0.0,100.0,2,0
2,5,1,2,10,190.0,1,0,0,0,9.0,0.0,0.11,0.0,100.0,2,4
1,5,2,2,20,78.0,0,1,0,0,13.0,1.0,0.0,0.0,3.333333333333333,2,1
2,5,7,2,10,390.0,1,0,0,0,7.0,0.0,0.14,3.0,100.0,2,4
1,4,8,2,5,30.0,0,0,0,1,5.0,0.4,0.0,3.0,95.0,2,0
1,8,2,2,10,24.0,1,1,0,0,1.0,0.0,0.0,0.0,100.0,2,0
1,3,2,2,42,73.0,1,1,1,0,8.0,0.5,0.0,1.0,17.857142857142858,2,4
1,4,2,2,10,31.0,0,1,0,0,5.0,0.2,0.0,0.0,100.0,2,0
1,2,1,2,35,29.0,1,1,1,0,5.0,0.0,0.2,3.0,3.095238095238096,2,1
2,3,7,2,10,160.0,1,0,0,0,4.0,0.0,0.0,0.0,100.0,2,2
1,6,2,2,10,57.0,1,1,0,0,5.0,0.4,0.0,0.0,100.0,2,3
1,0,7,2,3,340.0,1,0,0,0,5.0,0.0,0.6,0.0,100.0,2,4
2,6,1,2,10,140.0,1,0,0,0,7.0,0.0,0.14,2.0,100.0,2,2
2,5,2,2,10,54.66666666666666,1,1,0,0,4.0,0.5,0.25,0.0,3.333333333333333,2,1
2,1,2,2,20,55.0,0,1,1,1,12.0,0.25,0.42,0.0,100.0,2,3
2,1,1,2,20,220.0,1,0,0,0,17.0,0.24,0.0,0.0,10.416666666666668,2,1
1,8,3,3,1,230.0,1,1,1,0,11.0,0.18,0.09,1.0,100.0,2,4
2,3,7,2,25,180.0,1,0,0,0,12.0,0.33,0.17,0.0,100.0,2,4
2,6,2,2,10,33.0,0,1,0,0,9.0,0.11,0.0,0.0,100.0,2,0
1,6,7,2,2,1200.0,1,0,0,0,15.0,0.0,0.4,0.0,100.0,2,1
2,5,8,2,10,13.0,1,0,0,0,25.0,0.16,0.28,0.0,100.0,2,0
2,2,1,2,20,650.0,1,0,0,0,13.0,0.46,0.0,1.0,3.333333333333333,2,1
2,6,2,2,15,43.333333333333336,1,1,0,0,3.0,0.0,0.0,1.0,28.88888888888889,2,2
1,4,1,2,29,200.0,1,0,0,0,9.0,0.11,0.11,1.0,100.0,2,4
2,2,1,2,20,48.5,1,1,1,0,5.0,0.4,0.2,3.0,100.0,2,3
2,5,2,2,15,62.5,0,1,1,0,3.0,0.0,0.0,1.0,100.0,2,3
2,5,1,2,15,120.0,1,0,0,0,5.0,0.0,0.2,1.0,100.0,2,2
2,3,7,2,12,800.0,1,0,0,0,6.0,0.17,0.0,0.0,12.5,2,1
1,3,7,2,20,260.0,1,0,0,0,1.0,0.0,0.0,1.0,100.0,2,4
1,5,2,2,20,31.0,0,1,0,0,6.0,0.33,0.0,0.0,100.0,2,0
2,4,2,2,37,140.0,1,1,1,0,14.0,0.14,0.0,2.0,100.0,2,2
2,6,7,2,10,110.0,1,0,0,0,1.0,0.0,0.0,0.0,100.0,2,2
1,5,1,2,15,260.0,1,0,1,0,6.0,0.5,0.0,0.0,100.0,2,4
2,5,7,2,10,500.0,1,0,0,0,10.0,0.0,0.2,0.0,100.0,2,1
2,5,2,2,15,330.0,0,1,0,0,13.0,0.54,0.0,3.0,8.88888888888889,2,1
2,3,2,2,20,130.0,1,1,1,0,9.0,0.0,0.44,0.0,100.0,2,2
1,2,8,2,10,28.0,0,1,1,1,10.0,0.1,0.0,0.0,100.0,2,0
2,5,2,2,20,140.0,1,1,1,0,9.0,0.44,0.0,0.0,100.0,2,2
2,5,2,2,20,55.0,1,1,0,0,7.0,0.0,0.0,6.0,100.0,2,3
1,3,2,2,20,260.0,1,1,1,1,1.0,0.0,0.0,0.0,28.33333333333333,2,1
1,3,1,2,20,97.66666666666669,1,1,1,0,4.0,0.0,0.0,3.0,100.0,2,2
2,5,1,2,20,46.0,1,1,1,0,10.0,0.6,0.0,0.0,100.0,2,3
2,3,2,2,20,123.33333333333331,1,1,1,0,2.0,0.5,0.0,0.0,100.0,2,2
2,6,8,2,20,36.0,0,1,0,0,12.0,0.17,0.08,1.0,100.0,2,0
1,2,7,2,10,850.0,1,1,0,0,17.0,0.06,0.06,0.0,100.0,2,1
2,3,2,2,20,14.0,1,1,0,0,13.0,0.15,0.15,0.0,100.0,2,0
1,5,1,2,19,110.0,1,0,0,0,6.0,0.0,0.0,7.0,100.0,2,2
2,5,7,2,3,180.0,1,0,0,0,11.0,0.45,0.0,2.0,100.0,2,4
1,7,2,2,10,22.0,1,1,1,0,22.0,0.18,0.73,0.0,100.0,2,0
2,3,1,2,15,93.0,1,0,0,0,5.0,0.4,0.0,2.0,100.0,2,2
2,7,7,1,0,5000.0,1,0,0,0,11.0,0.36,0.0,0.0,100.0,2,1
1,5,7,2,12,210.0,1,0,0,0,20.0,0.15,0.1,0.0,100.0,2,4
2,4,1,2,20,170.0,1,1,1,0,3.0,0.0,0.33,2.0,100.0,2,2
2,4,7,2,10,110.0,1,0,0,0,9.0,0.44,0.0,0.0,1.6666666666666667,2,1
1,6,2,2,16,23.0,1,1,1,0,4.0,0.0,0.0,1.0,100.0,2,0
2,5,2,2,20,130.0,1,1,1,0,8.0,0.0,0.75,0.0,100.0,2,2
1,3,1,2,28,71.0,1,1,1,0,6.0,0.17,0.0,0.0,100.0,2,3
2,2,8,2,15,14.0,0,0,0,1,12.0,0.25,0.0,1.0,100.0,2,0
1,2,8,2,10,35.0,0,0,0,1,8.0,0.5,0.25,4.0,21.666666666666668,2,2
1,5,2,2,10,17.0,0,0,1,0,6.0,0.5,0.0,0.0,100.0,2,0
2,5,7,2,2,180.0,1,0,0,0,9.0,0.11,0.11,0.0,100.0,2,4
2,4,1,2,10,16.0,1,0,0,0,7.0,0.14,0.0,3.0,100.0,2,0
2,4,2,2,20,101.5,1,1,1,1,3.0,0.0,0.0,0.0,100.0,2,2
1,8,2,2,10,19.0,1,1,0,0,1.0,0.0,0.0,0.0,100.0,2,0
2,3,2,2,20,47.0,0,1,0,0,6.0,0.33,0.17,0.0,100.0,2,3
2,4,1,2,20,60.0,1,0,0,0,8.0,0.12,0.0,0.0,100.0,2,3
1,3,2,2,20,26.0,1,1,0,0,3.0,0.0,0.0,0.0,100.0,2,0
2,4,7,2,20,69.0,1,0,0,0,5.0,0.0,0.0,0.0,100.0,2,3
1,6,2,2,20,69.0,0,1,0,0,9.0,0.56,0.0,2.0,100.0,2,3
2,6,2,2,20,150.0,1,1,1,0,4.0,0.0,0.0,0.0,100.0,2,2
1,5,7,1,0,5000.0,1,0,0,0,11.0,0.0,0.09,0.0,100.0,2,1
1,3,2,2,20,120.0,1,1,1,0,5.0,0.0,0.2,0.0,100.0,2,2
1,6,2,2,16,24.0,0,1,1,0,5.0,0.8,0.0,2.0,20.3125,2,2
1,2,2,2,20,47.0,0,0,1,0,8.0,0.5,0.0,2.0,100.0,2,3
2,4,2,2,15,22.0,1,1,0,0,4.0,0.5,0.0,1.0,100.0,2,0
2,4,2,2,20,92.0,1,1,0,0,14.0,0.14,0.14,0.0,100.0,2,2
1,7,2,2,10,55.0,0,1,1,0,24.0,0.04,0.67,0.0,100.0,2,3
2,4,7,2,12,360.0,1,0,0,0,9.0,0.56,0.0,0.0,100.0,2,4
2,3,1,2,20,150.0,1,1,1,0,3.0,0.0,0.0,1.0,100.0,2,2
2,4,7,2,10,80.0,1,0,0,0,2.0,0.0,0.0,5.0,100.0,2,3
1,5,2,2,10,44.0,0,1,1,0,19.0,0.32,0.05,0.0,100.0,2,3
1,3,2,2,20,120.0,0,1,0,0,12.0,0.08,0.25,2.0,100.0,2,2
2,6,2,2,15,83.0,0,1,0,0,5.0,0.0,0.2,0.0,5.0,2,1
2,5,2,2,10,22.0,0,1,0,0,10.0,0.0,0.2,0.0,100.0,2,0
2,4,1,2,21,220.0,1,1,1,0,1.0,0.0,0.0,1.0,100.0,2,4
2,5,3,3,1,210.0,1,1,1,0,8.0,0.25,0.0,3.0,100.0,2,4
2,6,2,2,10,17.0,0,1,0,0,7.0,0.14,0.43,5.0,100.0,2,0
1,5,2,2,10,51.0,0,0,1,0,21.0,0.05,0.0,2.0,100.0,2,3
1,6,2,2,20,42.0,0,1,1,1,5.0,0.0,0.4,6.0,100.0,2,3
2,6,3,3,1,120.0,1,1,1,0,6.0,0.0,0.33,3.0,100.0,2,2
1,7,2,2,23,57.0,0,1,1,0,1.0,0.0,0.0,1.0,100.0,2,3
2,4,2,2,21,130.0,1,1,1,0,1.0,0.0,0.0,0.0,100.0,2,2
2,2,2,2,30,32.0,0,0,1,0,5.0,0.0,0.0,0.0,100.0,2,0
1,3,2,2,20,26.0,0,1,0,0,2.0,0.0,0.0,0.0,100.0,2,0
2,3,1,2,26,120.0,1,1,1,1,7.0,0.14,0.14,0.0,100.0,2,2
2,4,1,2,35,110.0,1,1,1,0,7.0,0.14,0.0,0.0,100.0,2,2
1,2,1,2,12,97.0,1,0,0,0,5.0,0.2,0.0,1.0,100.0,2,2
1,6,2,2,10,42.0,0,1,0,0,15.0,0.47,0.0,0.0,100.0,2,3
2,4,7,1,0,5000.0,1,0,0,0,6.0,0.0,0.0,0.0,100.0,2,1
1,2,2,2,10,7.0,1,1,1,0,9.0,0.44,0.0,0.0,100.0,2,0
2,3,2,2,20,280.0,1,1,1,1,5.0,0.0,0.4,0.0,100.0,2,4
2,3,4,2,15,75.0,1,0,0,0,4.0,1.0,0.0,1.0,100.0,2,3
1,6,2,2,20,52.0,0,1,1,0,15.0,0.27,0.2,0.0,100.0,2,3
2,6,7,2,7,260.0,1,0,0,0,12.0,0.17,0.0,1.0,100.0,2,4
2,4,7,2,10,260.0,1,0,0,0,9.0,0.67,0.0,0.0,100.0,2,4
1,3,2,2,20,101.5,1,1,0,0,7.0,0.0,0.14,0.0,100.0,2,2
2,6,2,2,10,16.0,0,0,1,0,7.0,0.71,0.0,1.0,100.0,2,0
2,4,2,2,20,26.0,0,1,1,0,12.0,0.08,0.0,2.0,100.0,2,0
1,2,2,2,30,28.0,0,1,0,0,3.0,0.0,0.33,0.0,0.0,2,1
2,3,2,2,38,210.0,1,1,1,0,10.0,0.3,0.1,0.0,15.350877192982455,2,1
2,3,7,2,99,180.0,1,0,0,0,10.0,0.1,0.2,2.0,100.0,2,4
2,3,2,2,24,160.0,1,1,1,0,12.0,0.33,0.0,2.0,100.0,2,2
1,2,2,2,10,70.0,0,1,0,0,5.0,0.4,0.0,0.0,100.0,2,3
1,5,2,2,20,29.0,0,1,1,1,3.0,0.0,0.33,0.0,100.0,2,0
2,4,1,2,10,910.0,1,0,1,0,16.0,0.38,0.0,3.0,18.33333333333333,2,1
1,4,1,2,15,270.0,1,0,0,0,16.0,0.12,0.06,0.0,0.0,2,1
2,5,1,2,36,8.0,1,0,0,0,26.0,0.38,0.0,0.0,100.0,2,0
2,1,2,2,20,38.0,1,1,1,0,11.0,0.45,0.0,1.0,100.0,2,0
2,4,2,2,10,37.0,0,1,0,0,15.0,0.53,0.07,1.0,100.0,2,0
2,3,1,2,20,150.0,1,0,0,0,1.0,0.0,1.0,2.0,6.25,2,1
2,3,1,2,10,120.0,1,0,0,0,15.0,0.47,0.07,0.0,100.0,2,2
1,4,2,2,10,35.5,0,1,0,0,10.0,0.2,0.0,1.0,100.0,2,0
2,3,3,2,20,41.0,1,1,1,0,5.0,0.2,0.4,0.0,100.0,2,3
1,5,2,2,15,31.0,0,1,1,1,6.0,0.0,0.0,0.0,100.0,2,0
1,5,2,2,10,30.0,0,1,0,0,2.0,0.0,0.0,1.0,100.0,2,0
1,5,7,1,0,5000.0,1,0,0,0,5.0,0.0,0.0,3.0,100.0,2,1
2,4,1,2,31,250.0,1,1,1,1,8.0,0.62,0.25,4.0,33.064516129032256,2,1
2,4,7,2,10,140.0,1,0,0,0,12.0,0.0,0.0,2.0,100.0,2,2
2,2,1,2,20,110.0,1,1,1,0,1.0,0.0,0.0,0.0,100.0,2,2
2,2,1,2,20,82.5,1,1,1,1,10.0,0.0,0.1,0.0,100.0,2,3
2,4,3,2,24,21.0,1,0,1,0,15.0,0.2,0.27,0.0,100.0,2,0
1,3,8,2,10,42.0,0,0,0,1,8.0,0.12,0.12,1.0,100.0,2,3
1,6,3,2,15,110.0,1,0,1,0,5.0,0.2,0.0,1.0,100.0,2,2
1,4,7,2,10,270.0,1,0,0,0,17.0,0.06,0.12,0.0,100.0,2,4
2,5,8,2,10,31.0,0,1,1,0,16.0,0.56,0.0,0.0,100.0,2,0
2,5,1,2,10,120.0,1,1,0,0,16.0,0.0,0.0,2.0,48.333333333333336,2,4
1,4,7,2,10,240.0,1,0,0,0,11.0,0.27,0.09,0.0,100.0,2,4
1,6,7,2,5,90.0,1,0,0,0,15.0,0.53,0.07,0.0,100.0,2,2
1,6,2,2,10,19.0,0,1,1,0,6.0,0.0,0.0,0.0,100.0,2,0
1,4,2,2,10,36.5,0,1,0,0,10.0,0.2,0.0,1.0,100.0,2,0
1,3,8,2,35,130.0,1,1,1,0,8.0,0.12,0.12,0.0,100.0,2,2
1,3,7,2,3,270.0,1,0,0,0,5.0,0.0,0.0,0.0,100.0,2,4
2,5,7,2,10,71.0,1,1,0,0,11.0,0.09,0.0,2.0,75.0,2,2
2,5,7,2,99,5000.0,1,0,0,0,10.0,0.4,0.0,1.0,1.0942760942760943,2,1
1,6,2,2,10,19.0,0,1,0,0,6.0,0.83,0.0,0.0,6.666666666666667,2,4
2,5,1,2,10,190.0,1,0,0,0,9.0,0.11,0.0,0.0,100.0,2,4
1,5,2,2,20,150.0,1,1,1,0,14.0,0.21,0.07,1.0,100.0,2,2
2,6,2,2,10,31.0,0,0,1,0,8.0,0.0,0.0,0.0,100.0,2,0
1,3,2,2,20,180.0,1,1,1,1,15.0,0.13,0.0,1.0,100.0,2,4
1,6,2,2,16,270.0,1,1,1,1,10.0,0.2,0.0,1.0,63.54166666666666,2,4
1,5,2,2,20,24.0,0,1,0,0,7.0,0.43,0.0,0.0,0.0,2,1
2,4,1,2,47,66.0,1,1,1,0,16.0,0.75,0.0,0.0,100.0,2,3
1,4,1,2,20,90.0,1,0,0,0,10.0,0.1,0.5,1.0,100.0,2,2
2,3,2,2,15,50.0,1,1,0,0,4.0,1.0,0.0,1.0,100.0,2,3
1,4,8,2,10,60.0,0,0,0,1,2.0,0.5,0.0,1.0,1.6666666666666667,2,1
2,5,1,2,20,34.5,1,0,0,0,16.0,0.0,0.0,0.0,100.0,2,0
2,6,3,3,1,79.0,1,1,1,0,9.0,0.11,0.11,0.0,100.0,2,3
2,4,3,2,10,50.0,1,1,1,0,1.0,1.0,0.0,0.0,26.666666666666668,2,4
1,4,7,2,3,2700.0,1,0,0,0,11.0,0.09,0.09,0.0,100.0,2,1
1,6,7,2,10,240.0,1,0,0,0,4.0,1.0,0.0,0.0,100.0,2,4
1,2,2,1,0,1.0,0,1,0,0,2.0,1.0,0.0,1.0,100.0,2,0
1,5,7,2,14,16.0,1,0,0,0,7.0,0.0,0.14,1.0,100.0,2,0
2,4,1,2,23,85.66666666666667,1,1,1,0,3.0,0.0,0.33,2.0,100.0,2,2
2,2,1,2,10,69.0,1,0,0,0,12.0,0.25,0.08,3.0,100.0,2,3
2,5,1,2,34,100.0,1,0,0,0,5.0,0.4,0.2,0.0,100.0,2,2
2,7,2,2,10,18.0,0,1,0,0,14.0,0.21,0.21,0.0,100.0,2,0
1,6,2,2,20,46.0,0,1,0,0,4.0,0.25,0.25,1.0,0.0,2,1
1,4,1,2,20,51.0,1,0,0,0,14.0,0.14,0.29,1.0,100.0,2,3
2,3,7,2,10,140.0,1,0,0,0,5.0,0.4,0.2,3.0,100.0,2,2
2,3,7,2,10,270.0,1,1,0,0,3.0,0.0,0.67,0.0,100.0,2,4
1,5,3,2,10,50.0,1,1,1,0,8.0,0.25,0.25,1.0,10.833333333333334,2,4
1,4,7,2,10,90.0,1,0,0,0,6.0,0.0,0.0,0.0,100.0,2,2
1,4,8,2,10,26.0,0,0,0,1,17.0,0.12,0.0,0.0,100.0,2,0
2,6,2,2,20,19.0,0,1,0,0,18.0,0.11,0.06,2.0,100.0,2,0
2,6,2,2,10,160.0,0,1,0,0,9.0,0.22,0.11,0.0,100.0,2,2
2,4,7,1,0,5000.0,1,0,0,0,15.0,0.47,0.0,1.0,26.52584992959164,2,1
1,4,1,2,20,110.0,1,0,1,0,9.0,0.56,0.22,0.0,23.75,2,4
1,6,2,2,10,49.0,0,1,1,0,8.0,0.0,0.0,1.0,100.0,2,3
2,5,2,2,15,28.0,0,1,0,0,15.0,0.2,0.47,0.0,100.0,2,0
2,3,2,2,10,38.0,1,1,0,0,7.0,0.0,0.0,0.0,100.0,2,0
2,5,2,2,20,260.0,1,1,0,0,9.0,0.44,0.22,3.0,100.0,2,4
2,3,2,2,28,100.0,1,1,1,1,5.0,0.2,0.0,0.0,100.0,2,2
2,4,7,2,10,80.0,1,0,0,0,6.0,0.0,0.33,0.0,100.0,2,3
1,3,1,2,20,65.0,1,0,0,0,7.0,0.14,0.0,0.0,100.0,2,3
2,5,7,2,5,130.0,1,0,0,0,7.0,0.71,0.0,0.0,100.0,2,2
1,6,7,2,5,480.0,1,0,0,0,3.0,0.0,0.0,0.0,100.0,2,1
1,3,1,2,31,190.0,1,1,1,1,11.0,0.18,0.73,1.0,100.0,2,4
1,6,2,2,33,57.0,0,1,1,0,4.0,0.25,0.0,2.0,100.0,2,3
2,6,1,2,20,140.0,1,0,0,0,7.0,0.14,0.29,4.0,100.0,2,2
2,3,2,2,20,146.66666666666666,1,1,1,1,5.0,0.4,0.4,1.0,100.0,2,2
1,6,3,3,1,110.0,1,1,1,0,6.0,0.0,0.0,0.0,100.0,2,2
1,3,8,2,29,110.0,1,1,1,0,8.0,0.25,0.0,2.0,100.0,2,2
2,6,1,2,20,40.0,1,0,0,0,4.0,1.0,0.0,0.0,26.25,2,2
2,5,2,2,24,28.0,0,1,1,0,16.0,0.0,0.0,1.0,100.0,2,0
1,6,2,2,10,43.0,0,0,1,0,6.0,0.5,0.0,1.0,100.0,2,3
2,4,7,1,0,5000.0,1,0,0,0,5.0,0.8,0.0,2.0,100.0,2,1
1,4,7,1,0,5000.0,1,0,0,0,11.0,0.09,0.64,1.0,100.0,2,1
2,7,2,2,20,155.0,1,1,1,1,2.0,0.0,0.0,0.0,100.0,2,2
1,3,1,2,20,165.0,1,1,1,0,2.0,0.5,0.0,0.0,100.0,2,2
1,4,1,2,20,390.0,1,0,0,0,9.0,0.0,0.0,0.0,100.0,2,4
2,4,7,1,0,5000.0,1,0,0,0,11.0,0.0,0.18,1.0,100.0,2,1
2,4,1,2,99,230.0,1,0,0,0,12.0,0.5,0.0,0.0,100.0,2,4
1,5,7,1,0,5000.0,1,0,0,0,12.0,0.08,0.08,0.0,100.0,2,1
2,4,7,2,5,600.0,1,0,0,0,3.0,0.33,0.33,0.0,100.0,2,1
2,4,2,2,20,150.0,1,1,1,0,4.0,0.25,0.25,0.0,100.0,2,2
1,5,2,2,37,29.0,0,1,1,0,12.0,0.08,0.42,0.0,100.0,2,0
2,4,7,2,12,84.0,1,0,0,0,2.0,0.0,0.0,3.0,100.0,2,2
2,4,8,2,5,31.0,1,0,0,1,9.0,0.56,0.11,5.0,100.0,2,0
2,2,7,2,20,140.0,1,0,0,0,10.0,0.1,0.1,0.0,100.0,2,2
2,5,2,2,15,27.0,1,1,0,0,5.0,0.0,0.0,4.0,100.0,2,0
2,7,2,2,10,14.0,0,1,0,0,6.0,0.17,0.0,1.0,100.0,2,0
1,5,8,2,10,29.0,0,0,1,0,18.0,0.56,0.0,0.0,100.0,2,0
2,3,2,2,10,68.0,1,1,1,0,12.0,0.08,0.08,0.0,100.0,2,3
1,3,3,2,15,55.0,1,1,1,0,10.0,0.0,0.0,0.0,100.0,2,3
2,6,7,2,10,130.0,1,0,0,0,10.0,0.0,0.1,1.0,100.0,2,2
2,3,1,2,20,54.66666666666666,1,1,1,1,5.0,0.0,0.4,0.0,100.0,2,3
1,5,2,2,23,170.0,0,1,0,0,15.0,0.47,0.13,0.0,100.0,2,2
2,4,8,2,10,34.0,0,0,0,1,2.0,0.0,0.0,2.0,100.0,2,0
2,1,2,2,44,56.5,1,1,1,1,2.0,0.0,0.5,0.0,100.0,2,3
2,4,3,1,0,1.0,1,0,0,0,7.0,0.29,0.14,3.0,100.0,2,0
2,7,2,2,5,28.0,0,1,0,0,3.0,0.0,0.0,0.0,100.0,2,0
1,6,2,2,20,120.0,0,1,1,0,10.0,0.0,0.0,0.0,100.0,2,2
1,3,7,2,31,310.0,1,0,0,0,8.0,0.0,0.62,2.0,100.0,2,4
2,5,1,2,15,75.0,1,0,0,0,4.0,0.0,0.0,0.0,100.0,2,3
1,4,1,2,20,170.0,1,1,0,1,12.0,0.17,0.17,0.0,100.0,2,2
2,5,2,2,10,37.0,0,1,0,0,11.0,0.09,0.0,0.0,100.0,2,0
1,7,2,2,10,41.0,0,0,1,0,5.0,0.0,0.0,2.0,100.0,2,3
1,4,3,2,15,40.0,1,1,1,0,9.0,0.0,0.0,0.0,100.0,2,3
2,7,2,2,5,37.0,0,1,0,0,3.0,0.67,0.33,0.0,0.0,2,1
2,1,2,2,20,190.0,1,1,1,1,4.0,0.5,0.0,0.0,100.0,2,4
2,3,1,2,20,120.0,1,1,1,0,15.0,0.4,0.0,3.0,100.0,2,2
2,5,2,2,10,38.0,0,1,1,0,15.0,0.27,0.07,0.0,100.0,2,0
1,6,7,2,99,130.0,1,1,1,0,4.0,0.0,0.0,0.0,100.0,2,2
2,6,2,2,20,24.0,0,1,1,0,16.0,0.5,0.12,0.0,100.0,2,0
1,3,3,1,0,2.0,1,0,0,0,6.0,0.0,0.0,2.0,100.0,2,0
1,4,2,2,20,17.0,0,1,1,0,8.0,0.25,0.12,1.0,100.0,2,0
1,4,2,2,39,150.0,1,1,1,0,5.0,0.4,0.0,1.0,100.0,2,2
2,1,2,2,20,57.0,0,1,1,0,8.0,0.0,0.0,0.0,100.0,2,3
2,3,1,2,20,1100.0,1,0,0,0,7.0,0.29,0.29,1.0,100.0,2,1
2,5,1,2,20,66.0,1,1,1,0,10.0,0.5,0.0,0.0,51.24999999999999,2,2
1,4,1,2,26,57.0,1,0,0,0,4.0,0.0,0.25,1.0,100.0,2,3
2,5,7,1,0,5000.0,1,0,0,0,14.0,0.07,0.07,1.0,100.0,2,1
2,5,2,2,24,250.0,1,1,1,0,15.0,0.33,0.0,2.0,100.0,2,4
1,6,1,2,10,120.0,1,0,1,0,1.0,0.0,0.0,0.0,100.0,2,2
2,4,1,2,19,77.0,1,0,0,0,11.0,0.0,0.09,1.0,100.0,2,3
1,5,1,2,5,180.0,1,0,0,0,12.0,0.25,0.08,1.0,100.0,2,4
2,4,7,2,83,110.0,1,1,1,0,7.0,0.0,0.0,2.0,100.0,2,2
1,2,7,2,12,240.0,1,0,0,0,11.0,0.55,0.18,0.0,6.944444444444445,2,1
2,4,7,1,0,5000.0,1,0,0,0,2.0,0.0,0.0,5.0,100.0,2,1
1,6,7,1,0,5000.0,1,0,0,0,5.0,0.2,0.0,0.0,100.0,2,1
1,2,7,2,10,270.0,1,0,0,0,6.0,0.0,0.17,0.0,100.0,2,4
1,4,2,2,10,16.0,0,1,0,0,16.0,0.88,0.0,0.0,62.5,2,0
1,4,7,2,99,180.0,1,0,0,0,8.0,0.25,0.0,1.0,100.0,2,4
2,6,7,1,0,5000.0,1,0,0,0,8.0,0.0,0.38,0.0,100.0,2,1
1,5,2,2,20,125.0,1,1,1,1,6.0,0.33,0.0,0.0,100.0,2,2
1,4,7,2,10,140.0,1,0,0,0,8.0,0.5,0.12,0.0,100.0,2,2
2,4,1,2,20,370.0,1,0,0,0,6.0,0.0,0.0,2.0,2.083333333333333,2,1
2,6,2,2,15,88.5,1,1,1,0,2.0,1.0,0.0,0.0,100.0,2,2
1,5,1,2,20,161.5,1,1,1,1,4.0,0.25,0.0,0.0,100.0,2,2
2,3,1,2,5,120.0,1,0,0,0,12.0,0.25,0.0,1.0,100.0,2,2
