GENDER,AGE_GROUP,reduce_GBN_CD,CT_PY_CYCLE_CD,CT_PY_PD,mean_AMT,GBN_CD_1,GBN_CD_2,GBN_CD_3,GBN_CD_4,보험계약건수,해지율,만기율,청구건수,계약유지율,업권,코사인군집
2,2,7,2,10,400.0,1,0,0,0,4.0,0.0,0.0,4.0,0.0,2,1
1,4,1,2,20,164.0,1,1,0,0,11.0,0.36,0.0,0.0,100.0,2,2
2,6,8,2,5,40.0,0,1,0,1,8.0,0.25,0.12,0.0,100.0,2,3
2,3,1,2,15,130.0,1,0,0,0,9.0,0.11,0.0,2.0,100.0,2,2
1,5,2,2,10,120.0,1,1,1,0,9.0,0.33,0.44,0.0,6.666666666666667,2,1
2,3,7,2,20,72.0,1,0,0,0,7.0,0.43,0.0,0.0,100.0,2,3
1,5,7,2,5,160.0,1,0,0,0,5.0,0.0,0.2,0.0,100.0,2,2
2,2,1,2,15,130.0,1,0,0,0,6.0,0.33,0.0,4.0,15.0,2,1
2,3,1,2,20,92.0,1,1,1,0,3.0,0.0,0.0,3.0,100.0,2,2
2,6,2,2,10,42.0,0,0,1,0,7.0,0.0,0.0,3.0,100.0,2,3
1,4,3,1,0,2.0,1,0,0,0,10.0,0.2,0.0,0.0,100.0,2,0
2,2,2,2,20,110.0,1,1,1,0,4.0,0.0,0.0,0.0,100.0,2,2
1,5,7,1,0,1.0,1,0,0,0,8.0,0.38,0.12,2.0,18.88280842445506,2,0
2,3,2,2,37,110.0,1,1,1,0,1.0,1.0,0.0,2.0,1.351351351351351,2,1
1,6,2,2,10,56.0,1,1,0,0,3.0,0.0,0.0,4.0,100.0,2,3
2,6,2,2,15,45.0,0,1,0,0,12.0,0.08,0.0,0.0,100.0,2,3
2,5,1,2,5,1700.0,0,0,0,1,6.0,0.5,0.33,2.0,100.0,2,1
1,5,7,2,10,120.0,1,0,0,0,5.0,0.0,0.0,3.0,100.0,2,2
2,4,7,2,5,1200.0,1,0,0,0,7.0,0.0,0.14,1.0,100.0,2,1
1,4,7,2,10,140.0,1,0,0,0,8.0,0.38,0.0,1.0,100.0,2,2
2,4,2,3,15,1200.0,1,1,1,0,4.0,0.25,0.0,0.0,100.0,2,1
1,2,3,2,10,39.0,1,0,0,0,5.0,0.0,0.0,0.0,100.0,2,3
1,6,2,2,10,42.0,0,1,1,0,12.0,0.0,0.08,1.0,100.0,2,3
1,5,3,2,20,41.0,1,0,0,0,9.0,0.22,0.11,0.0,100.0,2,3
1,3,2,2,39,78.0,1,1,1,1,8.0,0.12,0.25,4.0,100.0,2,3
2,4,7,1,0,5000.0,1,0,0,0,9.0,0.11,0.22,3.0,100.0,2,1
1,5,7,2,12,90.0,1,0,0,0,5.0,0.0,0.0,0.0,100.0,2,2
2,4,7,2,5,110.0,1,0,0,0,5.0,0.2,0.0,0.0,100.0,2,2
1,6,3,3,1,130.0,1,1,1,0,5.0,0.0,0.0,1.0,100.0,2,2
1,6,2,3,10,1300.0,0,1,0,0,5.0,0.4,0.0,0.0,100.0,2,1
1,7,2,2,22,33.0,0,1,1,0,1.0,0.0,0.0,0.0,100.0,2,0
1,6,2,2,20,140.0,0,1,0,0,11.0,0.0,0.0,0.0,100.0,2,2
2,2,2,2,20,85.0,1,1,1,0,3.0,0.33,0.0,1.0,100.0,2,2
2,5,1,2,22,140.0,1,0,0,0,12.0,0.58,0.0,0.0,100.0,2,2
1,6,2,2,5,51.5,0,1,1,0,8.0,0.25,0.0,0.0,100.0,2,3
2,5,1,2,21,10.0,1,0,0,0,10.0,0.5,0.0,2.0,11.904761904761903,2,0
2,5,2,2,30,26.0,0,1,1,0,5.0,0.6,0.0,0.0,100.0,2,0
2,4,1,2,12,230.0,1,0,0,0,6.0,0.0,0.17,0.0,100.0,2,4
2,4,7,2,10,360.0,1,0,0,0,5.0,0.0,0.2,5.0,100.0,2,4
1,3,7,2,10,170.0,1,0,0,0,15.0,0.0,0.0,5.0,100.0,2,2
1,4,7,2,99,520.0,1,0,0,0,12.0,0.0,0.0,1.0,100.0,2,1
1,6,1,2,10,105.0,1,1,1,0,13.0,0.0,0.15,0.0,100.0,2,2
1,6,7,2,5,210.0,1,0,0,0,21.0,0.05,0.1,0.0,100.0,2,4
1,4,2,2,22,140.0,1,1,1,1,12.0,0.0,0.0,2.0,100.0,2,2
2,3,1,2,20,900.0,1,0,0,0,9.0,0.56,0.0,1.0,3.333333333333333,2,1
1,5,3,2,15,42.0,1,0,1,0,10.0,0.2,0.2,1.0,100.0,2,3
1,7,2,2,10,290.0,1,1,1,0,11.0,0.09,0.0,1.0,100.0,2,4
2,7,2,2,10,15.0,0,1,0,0,7.0,1.0,0.0,0.0,46.66666666666666,2,0
2,4,1,2,20,150.0,1,1,1,0,11.0,0.0,0.18,0.0,100.0,2,2
1,6,2,2,20,26.0,1,1,1,0,4.0,0.0,0.0,7.0,100.0,2,0
1,4,7,2,99,390.0,1,0,0,0,7.0,0.0,0.29,1.0,100.0,2,4
2,4,7,2,10,800.0,1,0,0,0,7.0,0.0,0.0,0.0,100.0,2,1
1,1,7,2,10,55.0,1,0,0,0,33.0,0.36,0.0,0.0,35.0,2,2
2,6,7,2,10,160.0,1,0,0,0,12.0,0.08,0.0,0.0,100.0,2,2
2,8,3,2,10,92.0,1,1,1,0,8.0,0.0,0.5,0.0,100.0,2,2
2,3,2,2,15,15.0,1,1,0,0,4.0,0.0,0.0,0.0,14.444444444444445,2,2
2,3,7,2,12,130.0,1,0,0,0,5.0,0.6,0.2,2.0,100.0,2,2
2,6,2,2,10,9.0,0,1,0,0,3.0,0.0,0.0,0.0,100.0,2,0
2,2,7,1,0,5000.0,1,0,0,0,3.0,0.0,0.0,0.0,100.0,2,1
1,6,3,2,20,70.0,1,1,1,0,6.0,0.0,0.17,3.0,100.0,2,3
1,3,7,2,99,900.0,1,0,0,0,6.0,0.33,0.17,0.0,9.006734006734007,2,1
2,5,7,2,12,900.0,1,0,0,0,11.0,0.09,0.0,2.0,100.0,2,1
2,3,1,2,20,71.0,1,1,1,0,8.0,0.12,0.12,0.0,100.0,2,3
2,6,1,2,20,115.0,1,1,0,1,7.0,0.29,0.43,0.0,100.0,2,2
2,3,7,2,10,80.0,1,0,0,0,10.0,0.2,0.0,0.0,100.0,2,3
1,6,1,2,10,68.0,1,0,0,0,16.0,0.0,0.0,1.0,100.0,2,3
2,3,1,2,20,240.0,1,1,1,1,4.0,0.0,0.0,0.0,2.083333333333333,2,1
2,3,1,2,15,160.0,1,0,0,0,10.0,0.6,0.0,1.0,100.0,2,2
1,5,3,1,0,2.0,1,0,0,0,6.0,0.17,0.17,0.0,100.0,2,0
2,3,2,2,15,10.0,1,1,0,0,3.0,0.0,0.0,0.0,100.0,2,0
2,4,2,2,20,140.0,1,1,1,0,9.0,0.33,0.0,0.0,100.0,2,2
2,3,2,2,20,76.0,1,1,1,0,1.0,0.0,0.0,1.0,100.0,2,3
2,5,2,2,15,30.0,1,1,0,0,13.0,0.54,0.0,1.0,33.88888888888889,2,2
2,4,1,2,20,92.0,1,1,1,1,3.0,0.67,0.0,0.0,100.0,2,2
1,2,1,2,20,340.0,1,0,0,0,20.0,0.2,0.1,0.0,100.0,2,4
1,6,2,2,10,24.0,0,0,1,0,11.0,0.09,0.09,0.0,100.0,2,0
2,5,2,2,20,150.0,1,1,1,1,6.0,0.33,0.0,0.0,100.0,2,2
2,4,8,2,10,150.0,1,0,0,0,11.0,0.18,0.18,0.0,100.0,2,2
1,5,2,2,10,19.0,1,0,1,0,7.0,0.0,0.29,2.0,100.0,2,0
1,3,2,2,10,15.0,1,1,0,0,4.0,0.25,0.0,0.0,100.0,2,0
2,4,1,2,99,140.0,1,0,0,0,7.0,0.14,0.14,0.0,100.0,2,2
2,6,2,2,15,120.0,1,1,1,0,13.0,0.0,0.08,1.0,100.0,2,2
2,3,2,2,20,130.0,1,1,1,0,16.0,0.44,0.0,2.0,10.416666666666668,2,1
2,3,4,2,10,47.5,1,0,0,0,9.0,0.0,0.44,0.0,100.0,2,3
2,4,8,2,10,59.0,0,0,0,1,7.0,0.43,0.0,1.0,18.33333333333333,2,4
1,3,2,2,20,190.0,1,1,1,0,1.0,0.0,0.0,5.0,100.0,2,4
1,7,1,2,12,260.0,1,1,1,0,3.0,0.0,0.67,0.0,100.0,2,4
2,6,2,2,10,39.0,1,1,0,0,1.0,0.0,0.0,0.0,100.0,2,3
1,3,1,2,20,250.0,1,1,1,0,12.0,0.33,0.0,3.0,100.0,2,4
2,7,2,2,10,35.0,0,1,0,0,11.0,0.0,0.0,6.0,100.0,2,0
2,5,1,2,20,37.0,1,0,1,0,9.0,0.0,0.0,3.0,100.0,2,0
1,3,2,2,32,53.0,1,1,1,0,3.0,0.0,0.0,1.0,100.0,2,3
2,2,3,2,20,29.0,1,0,0,0,11.0,0.27,0.0,1.0,100.0,2,0
2,7,2,2,20,47.0,1,1,1,0,11.0,0.0,0.0,1.0,0.0,2,1
1,5,7,2,10,70.0,1,0,0,0,9.0,0.0,0.11,0.0,100.0,2,3
1,2,2,2,20,253.3333333333333,1,1,1,0,8.0,0.38,0.0,0.0,30.0,2,1
2,6,1,2,5,130.0,1,0,0,0,10.0,0.0,0.0,1.0,100.0,2,2
2,6,8,2,15,72.0,0,1,0,0,3.0,0.0,0.33,0.0,100.0,2,3
1,5,1,2,20,57.0,1,1,0,0,20.0,0.3,0.3,0.0,100.0,2,3
1,5,7,2,15,480.0,1,0,0,0,4.0,0.0,0.0,1.0,100.0,2,1
2,4,7,2,10,88.0,1,0,0,0,11.0,0.45,0.0,2.0,100.0,2,2
2,6,1,2,10,18.0,1,0,1,1,12.0,0.0,0.0,1.0,100.0,2,0
2,1,2,2,20,200.0,1,1,1,1,5.0,0.2,0.0,0.0,100.0,2,4
2,5,2,2,24,765.0,1,1,1,1,7.0,0.29,0.0,0.0,100.0,2,1
1,5,1,2,7,270.0,1,0,0,0,27.0,0.56,0.0,0.0,100.0,2,4
1,5,1,2,20,140.0,1,0,0,0,10.0,0.3,0.0,3.0,100.0,2,2
2,5,1,2,20,98.0,1,0,1,0,16.0,0.19,0.0,2.0,100.0,2,2
1,5,1,2,23,94.0,1,1,1,0,13.0,0.0,0.31,1.0,100.0,2,2
1,4,7,2,10,1700.0,1,0,0,0,16.0,0.56,0.0,2.0,100.0,2,1
2,3,7,2,10,110.0,1,0,0,0,17.0,0.35,0.0,0.0,100.0,2,2
2,6,2,2,10,17.0,0,1,0,0,11.0,0.0,0.0,1.0,100.0,2,0
1,4,8,2,5,41.0,1,0,0,1,13.0,0.31,0.0,2.0,100.0,2,3
2,3,3,1,0,2.0,0,1,1,0,6.0,0.5,0.17,0.0,100.0,2,0
2,6,2,2,20,93.0,0,1,1,0,14.0,0.43,0.0,1.0,100.0,2,2
2,4,2,2,10,540.0,0,1,0,0,16.0,0.44,0.0,0.0,100.0,2,1
1,1,7,2,10,97.0,1,1,1,0,8.0,0.0,0.12,0.0,100.0,2,2
2,2,2,2,33,29.0,1,1,0,0,6.0,0.67,0.0,0.0,16.91919191919192,2,4
1,5,2,2,10,110.0,1,1,0,0,4.0,0.0,0.0,2.0,100.0,2,2
2,5,2,2,20,20.0,1,1,0,0,1.0,0.0,0.0,0.0,41.66666666666667,2,3
2,4,7,1,0,5000.0,1,0,0,0,3.0,0.0,0.33,0.0,100.0,2,1
1,4,7,2,10,1100.0,1,0,0,0,3.0,0.0,0.33,1.0,100.0,2,1
2,3,1,2,20,130.0,1,1,1,0,7.0,0.71,0.0,0.0,100.0,2,2
2,3,1,2,20,31.0,1,0,0,0,5.0,0.0,0.0,3.0,100.0,2,0
2,6,7,2,5,250.0,1,0,0,0,5.0,0.2,0.0,1.0,100.0,2,4
2,3,2,2,20,45.0,0,1,1,0,3.0,0.67,0.0,0.0,100.0,2,3
1,3,2,2,20,42.0,1,1,1,0,12.0,0.08,0.0,1.0,58.333333333333336,2,3
1,4,2,2,10,11.0,0,1,1,1,12.0,0.25,0.0,0.0,2.5,2,1
2,4,2,2,15,29.0,0,1,1,0,14.0,0.29,0.0,0.0,13.333333333333334,2,4
2,6,2,2,10,37.0,0,1,0,0,11.0,0.0,0.09,0.0,100.0,2,0
2,2,7,2,5,240.0,1,0,0,0,7.0,0.14,0.0,2.0,100.0,2,4
2,3,2,2,20,130.0,0,1,0,0,8.0,0.12,0.0,3.0,100.0,2,2
2,5,1,2,30,140.0,1,1,1,0,10.0,0.3,0.0,1.0,100.0,2,2
2,5,7,1,0,4800.0,1,0,0,0,17.0,0.29,0.0,1.0,100.0,2,1
2,5,7,1,0,5000.0,1,0,0,0,9.0,0.0,0.33,1.0,100.0,2,1
1,3,8,2,20,68.0,1,1,1,0,12.0,0.08,0.0,0.0,100.0,2,3
2,6,7,2,3,90.0,1,0,0,0,13.0,0.23,0.0,5.0,100.0,2,2
2,5,7,1,0,5000.0,1,0,0,0,10.0,0.0,0.1,0.0,100.0,2,1
1,5,7,2,3,2800.0,1,0,0,0,4.0,0.0,0.5,0.0,100.0,2,1
2,5,7,1,0,5000.0,1,0,0,0,11.0,0.45,0.0,0.0,100.0,2,1
2,6,2,2,15,110.0,1,1,1,0,9.0,0.11,0.0,2.0,100.0,2,2
2,2,1,2,20,130.0,1,0,0,0,10.0,0.7,0.2,0.0,100.0,2,2
2,6,2,2,10,36.0,1,1,0,0,19.0,0.0,0.58,0.0,100.0,2,0
1,5,7,2,7,90.0,1,0,0,0,8.0,0.12,0.12,0.0,100.0,2,2
1,3,1,2,20,120.0,1,1,1,1,5.0,0.0,0.4,1.0,100.0,2,2
1,5,2,2,20,85.0,0,1,1,0,4.0,0.0,0.75,1.0,100.0,2,2
2,3,2,2,15,13.0,1,1,0,0,7.0,0.29,0.0,5.0,100.0,2,0
1,4,1,2,10,240.0,1,0,0,0,4.0,0.25,0.0,0.0,100.0,2,4
2,3,2,2,20,25.0,1,1,0,0,7.0,0.14,0.14,0.0,100.0,2,0
2,2,1,2,20,280.0,1,0,0,0,5.0,0.2,0.0,0.0,100.0,2,4
1,5,2,2,15,220.0,1,1,1,1,7.0,0.14,0.0,1.0,7.777777777777778,2,1
2,6,2,2,10,28.0,0,1,0,0,9.0,0.11,0.0,1.0,100.0,2,0
2,6,3,3,1,210.0,1,1,1,0,6.0,0.0,0.0,0.0,100.0,2,4
2,2,8,2,10,33.0,0,0,0,1,15.0,0.33,0.0,0.0,100.0,2,0
2,3,7,2,10,140.0,1,0,0,0,7.0,0.29,0.0,3.0,100.0,2,2
2,5,1,2,15,97.5,1,0,0,0,11.0,0.18,0.09,1.0,100.0,2,2
2,2,7,2,12,360.0,1,0,0,0,8.0,0.12,0.0,0.0,100.0,2,4
2,6,7,1,0,5000.0,1,0,0,0,6.0,0.17,0.17,2.0,100.0,2,1
2,3,7,2,5,390.0,1,0,0,0,5.0,0.0,0.0,2.0,100.0,2,4
2,5,1,2,20,270.0,1,1,1,1,1.0,1.0,0.0,0.0,100.0,2,4
1,2,2,2,20,84.0,1,1,1,0,10.0,0.4,0.0,1.0,3.75,2,1
2,5,1,2,10,67.0,1,1,1,0,17.0,0.47,0.06,0.0,65.0,2,2
2,4,7,1,0,5000.0,1,0,0,0,7.0,0.29,0.0,1.0,53.333333333333336,2,1
2,5,2,2,10,30.0,0,1,0,0,16.0,0.44,0.06,0.0,100.0,2,0
2,4,2,2,20,43.0,1,1,1,0,12.0,0.25,0.17,3.0,100.0,2,3
2,4,7,2,5,270.0,1,0,0,0,3.0,0.33,0.0,0.0,100.0,2,4
1,4,3,2,10,26.0,1,1,0,0,10.0,0.0,0.1,3.0,100.0,2,0
1,7,3,3,1,120.0,1,1,1,0,11.0,0.0,0.0,0.0,100.0,2,2
1,3,7,2,20,280.0,1,0,0,0,5.0,0.2,0.0,4.0,100.0,2,4
2,2,1,2,20,68.0,1,1,1,1,3.0,0.33,0.33,0.0,100.0,2,3
2,7,2,2,10,31.0,0,1,0,0,11.0,0.73,0.0,0.0,17.5,2,4
1,3,1,2,20,73.0,1,0,0,0,5.0,0.0,0.2,0.0,100.0,2,3
1,3,2,2,20,120.0,1,1,1,1,5.0,0.0,0.4,0.0,100.0,2,2
1,5,1,2,20,170.0,1,1,1,1,5.0,0.2,0.0,6.0,100.0,2,2
1,5,1,2,20,145.0,1,1,0,0,3.0,1.33,0.0,5.0,100.0,2,2
2,6,2,2,20,37.0,0,1,0,0,6.0,0.17,0.0,0.0,100.0,2,0
1,4,1,2,20,110.0,1,0,0,0,4.0,0.0,0.0,0.0,100.0,2,2
2,6,7,1,0,5000.0,1,0,0,0,9.0,0.22,0.0,0.0,100.0,2,1
2,4,3,3,1,120.0,1,1,1,0,18.0,0.11,0.06,1.0,100.0,2,2
2,6,7,1,0,5000.0,1,0,0,0,4.0,0.0,0.0,2.0,100.0,2,1
1,4,2,2,10,14.0,0,1,0,0,4.0,0.5,0.0,0.0,100.0,2,0
1,4,1,2,20,210.0,1,0,1,0,10.0,0.2,0.0,1.0,100.0,2,4
1,5,7,2,10,120.0,1,0,0,0,6.0,0.33,0.0,4.0,100.0,2,2
1,5,2,2,20,52.0,0,1,1,0,4.0,0.0,0.0,0.0,100.0,2,3
2,4,1,2,20,78.0,1,1,1,0,15.0,0.2,0.0,1.0,100.0,2,3
2,3,2,2,20,37.0,0,0,1,0,9.0,0.22,0.44,0.0,100.0,2,0
1,5,1,2,15,190.0,1,1,1,0,13.0,0.15,0.0,5.0,100.0,2,4
2,4,7,2,20,78.0,1,0,0,0,7.0,0.14,0.0,0.0,100.0,2,3
2,6,7,2,5,140.0,1,0,0,0,3.0,0.0,0.0,4.0,100.0,2,2
1,2,1,2,20,50.0,1,1,1,0,3.0,0.67,0.0,1.0,100.0,2,3
2,3,7,2,10,80.0,1,0,0,0,12.0,0.33,0.08,3.0,100.0,2,3
1,5,2,2,15,53.5,1,1,1,0,4.0,1.25,0.0,0.0,100.0,2,3
2,6,2,2,10,41.0,0,1,0,0,4.0,0.0,0.0,0.0,100.0,2,3
1,4,1,2,10,91.0,1,0,0,0,6.0,0.67,0.0,0.0,10.0,2,1
2,5,8,2,20,34.0,0,1,0,0,8.0,0.0,0.0,1.0,100.0,2,0
2,4,8,2,20,79.0,1,1,0,0,12.0,0.17,0.0,1.0,100.0,2,3
2,4,3,3,1,57.0,1,1,1,0,17.0,0.24,0.0,3.0,100.0,2,3
2,7,2,2,10,24.0,0,1,0,0,10.0,0.2,0.1,0.0,100.0,2,0
2,3,1,2,10,120.0,1,0,0,0,1.0,0.0,0.0,1.0,100.0,2,2
1,6,1,2,10,290.0,1,0,0,0,6.0,0.5,0.0,3.0,100.0,2,4
2,6,2,2,15,48.0,1,1,0,0,4.0,0.0,0.0,0.0,0.0,2,1
1,3,7,2,12,240.0,1,0,0,0,10.0,0.3,0.1,1.0,31.944444444444443,2,1
2,6,7,2,10,550.0,1,0,0,0,4.0,0.5,0.0,1.0,100.0,2,1
2,4,7,2,5,210.0,1,0,0,0,14.0,0.07,0.07,0.0,100.0,2,4
2,3,2,2,20,57.0,1,1,1,0,3.0,0.0,0.0,0.0,100.0,2,3
1,5,2,2,5,17.0,0,0,1,0,5.0,0.2,0.0,1.0,100.0,2,0
2,6,2,2,10,22.0,0,1,0,0,10.0,0.3,0.2,0.0,0.0,2,1
2,5,7,1,0,5000.0,1,0,0,0,16.0,0.25,0.5,0.0,100.0,2,1
1,8,3,2,15,54.0,1,1,1,1,1.0,0.0,0.0,0.0,100.0,2,3
1,5,2,2,15,90.0,1,1,1,1,6.0,0.0,0.0,1.0,15.0,2,1
2,3,2,2,10,15.0,1,1,0,0,15.0,0.27,0.2,1.0,100.0,2,0
1,4,2,2,20,77.33333333333333,1,1,1,0,3.0,0.0,0.33,0.0,100.0,2,3
2,3,2,2,20,21.0,1,1,0,0,12.0,0.08,0.08,0.0,100.0,2,0
1,5,1,2,24,59.5,1,1,1,1,17.0,0.35,0.06,0.0,100.0,2,3
1,4,7,2,20,69.0,1,0,0,0,4.0,0.0,0.25,0.0,100.0,2,3
2,6,2,2,10,21.0,0,1,0,0,11.0,0.09,0.27,1.0,100.0,2,0
1,4,1,2,15,120.0,1,0,0,0,11.0,0.0,0.09,0.0,100.0,2,2
2,4,1,2,15,130.0,1,1,1,1,6.0,0.33,0.33,0.0,100.0,2,2
1,2,8,2,20,190.0,1,1,1,0,5.0,0.4,0.0,0.0,7.083333333333333,2,1
1,5,2,2,20,80.0,0,1,0,0,21.0,0.14,0.29,0.0,100.0,2,3
2,5,3,3,1,150.0,1,1,1,0,10.0,0.1,0.1,0.0,100.0,2,2
1,4,2,2,10,34.0,1,1,1,0,2.0,0.0,0.0,5.0,100.0,2,0
1,3,4,2,3,14.0,1,0,0,0,13.0,0.15,0.0,0.0,100.0,2,0
2,5,7,1,0,5000.0,1,0,0,0,6.0,0.17,0.0,6.0,16.666666666666664,2,1
2,7,3,2,13,11.0,1,1,0,0,8.0,0.25,0.0,0.0,100.0,2,0
1,6,3,2,20,24.0,1,1,1,0,22.0,0.45,0.0,0.0,100.0,2,0
2,5,1,2,20,100.0,1,1,1,1,11.0,0.09,0.0,0.0,100.0,2,2
1,0,7,2,10,80.0,1,0,0,0,9.0,0.56,0.0,1.0,100.0,2,3
1,2,2,2,20,140.0,1,1,1,0,3.0,0.0,0.0,0.0,100.0,2,2
1,6,1,2,10,84.0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,2,1
1,0,7,2,10,110.0,1,0,0,0,4.0,0.0,0.0,1.0,100.0,2,2
1,3,2,2,10,18.0,1,1,1,0,9.0,0.22,0.0,1.0,100.0,2,0
1,5,1,2,5,200.0,1,0,0,0,22.0,0.55,0.05,0.0,100.0,2,4
2,6,1,2,20,19.0,1,1,0,0,11.0,0.0,0.0,1.0,100.0,2,0
2,6,2,2,10,10.0,0,1,0,0,18.0,0.11,0.06,2.0,100.0,2,0
2,6,7,1,0,5000.0,1,0,0,0,4.0,0.25,0.0,0.0,100.0,2,1
1,8,3,3,1,140.0,1,1,1,0,12.0,0.33,0.08,0.0,100.0,2,2
2,6,1,2,15,280.0,1,1,1,1,14.0,0.43,0.0,1.0,2.2222222222222223,2,1
2,2,2,2,32,57.66666666666666,1,1,1,0,5.0,0.2,0.0,7.0,100.0,2,3
1,6,2,2,10,85.0,1,1,0,0,11.0,0.18,0.0,4.0,100.0,2,2
1,4,8,2,10,28.0,0,0,0,1,9.0,0.33,0.0,1.0,100.0,2,0
2,3,1,2,40,51.0,1,1,1,0,10.0,0.4,0.0,2.0,100.0,2,3
2,8,3,3,1,110.0,1,1,1,0,5.0,0.0,0.0,0.0,100.0,2,2
1,5,1,2,10,23.0,1,0,0,0,8.0,0.0,0.0,0.0,100.0,2,0
2,6,2,2,20,61.0,0,1,1,0,9.0,0.11,0.11,3.0,100.0,2,3
1,5,2,2,10,23.0,0,1,0,0,4.0,0.0,0.0,0.0,100.0,2,0
2,3,2,2,10,31.0,0,1,0,0,9.0,0.11,0.0,2.0,100.0,2,0
2,4,1,2,10,46.0,1,0,0,0,7.0,0.43,0.14,0.0,2.5,2,1
2,2,2,2,20,170.0,1,1,1,0,4.0,0.0,0.0,0.0,100.0,2,2
2,5,1,1,0,5000.0,1,0,0,0,11.0,0.09,0.0,0.0,100.0,2,1
1,5,7,1,0,5000.0,1,0,0,0,14.0,0.0,0.0,0.0,100.0,2,1
1,3,2,1,0,1500.0,1,1,1,0,12.0,0.5,0.0,2.0,100.0,2,1
2,5,2,2,10,28.0,0,0,1,0,12.0,0.67,0.0,0.0,100.0,2,0
1,6,2,2,15,185.0,1,1,1,1,4.0,0.0,0.5,0.0,100.0,2,4
2,5,2,2,20,27.0,1,1,0,0,11.0,0.09,0.0,2.0,100.0,2,0
2,4,1,2,25,62.0,1,1,1,0,5.0,0.0,0.8,0.0,100.0,2,3
2,4,3,3,1,53.0,1,1,1,0,12.0,0.17,0.08,1.0,100.0,2,3
2,4,4,2,20,13.0,1,0,0,0,7.0,0.0,0.0,1.0,100.0,2,0
1,5,2,2,10,35.0,0,1,1,0,11.0,0.0,0.0,1.0,25.833333333333336,2,2
1,5,7,2,5,1800.0,1,0,0,0,14.0,0.14,0.07,0.0,100.0,2,1
2,6,2,2,10,27.0,0,1,0,0,2.0,0.0,0.0,0.0,100.0,2,0
2,5,2,2,10,53.5,0,1,1,0,8.0,0.62,0.12,0.0,0.0,2,1
2,5,2,2,30,24.0,0,1,1,0,5.0,0.6,0.0,4.0,100.0,2,0
2,6,7,2,10,88.0,1,0,0,0,2.0,0.0,0.0,0.0,100.0,2,2
2,6,1,2,5,15.0,1,0,0,0,12.0,0.0,0.08,2.0,100.0,2,0
1,6,8,2,5,56.0,0,0,0,1,13.0,0.38,0.0,0.0,100.0,2,3
2,6,7,2,10,360.0,1,0,0,0,7.0,0.71,0.0,1.0,100.0,2,4
2,6,2,2,20,130.0,1,1,1,0,19.0,0.11,0.0,2.0,100.0,2,2
2,5,7,2,5,160.0,1,0,0,0,4.0,0.5,0.0,1.0,100.0,2,2
1,2,7,2,10,80.0,1,0,0,0,2.0,0.0,0.0,0.0,100.0,2,3
1,8,3,3,1,77.0,1,1,1,0,9.0,0.0,0.0,4.0,100.0,2,3
2,6,1,2,7,84.0,1,1,0,0,8.0,0.25,0.0,8.0,100.0,2,2
2,3,2,2,42,160.0,1,1,1,0,5.0,0.4,0.0,0.0,100.0,2,2
2,5,7,2,12,110.0,1,0,0,0,5.0,0.2,0.0,0.0,100.0,2,2
2,3,4,2,30,50.0,1,1,1,1,6.0,0.0,0.17,0.0,100.0,2,3
1,5,7,2,99,260.0,1,0,0,0,5.0,0.2,0.0,0.0,100.0,2,4
2,5,7,2,10,140.0,1,0,0,0,12.0,0.0,0.0,0.0,100.0,2,2
1,5,2,2,10,31.0,0,1,0,0,7.0,0.14,0.0,0.0,100.0,2,0
2,4,2,2,15,18.0,1,1,0,0,11.0,0.0,0.18,0.0,100.0,2,0
1,4,1,2,20,135.0,1,0,0,0,10.0,0.1,0.0,0.0,100.0,2,2
2,4,1,2,26,8.0,0,1,0,0,3.0,0.33,0.0,3.0,100.0,2,0
1,6,1,2,5,74.33333333333333,1,0,0,0,8.0,0.12,0.0,2.0,100.0,2,3
2,3,2,2,20,110.0,1,1,1,0,20.0,0.25,0.05,0.0,100.0,2,2
1,5,2,2,10,62.0,1,1,1,0,11.0,0.27,0.0,1.0,100.0,2,3
2,5,7,2,5,180.0,1,0,0,0,7.0,0.0,0.0,0.0,100.0,2,4
1,4,7,2,10,360.0,1,0,0,0,6.0,0.0,0.0,0.0,100.0,2,4
1,3,1,2,20,185.0,1,1,1,1,5.0,0.0,0.0,0.0,100.0,2,4
2,4,2,1,0,1500.0,1,1,1,0,5.0,0.0,0.2,0.0,100.0,2,1
1,3,2,2,10,17.0,0,0,0,1,6.0,0.17,0.0,2.0,100.0,2,0
2,5,1,2,20,53.0,1,0,0,0,12.0,0.0,0.0,0.0,100.0,2,3
2,4,1,2,20,57.0,1,1,1,0,3.0,0.0,0.0,2.0,100.0,2,3
2,4,7,2,3,270.0,1,0,0,0,1.0,0.0,0.0,0.0,100.0,2,4
1,3,1,2,20,395.0,1,1,1,0,1.0,0.0,0.0,1.0,100.0,2,4
2,4,1,2,20,62.0,1,0,0,0,15.0,0.13,0.07,2.0,6.25,2,1
2,3,8,2,10,16.0,0,0,0,1,5.0,0.0,0.2,0.0,6.666666666666667,2,4
1,4,2,2,36,110.0,1,1,1,0,2.0,0.5,0.0,0.0,100.0,2,2
1,4,8,2,5,41.5,0,0,0,1,14.0,0.36,0.0,1.0,100.0,2,3
2,5,8,2,15,37.0,0,1,0,0,4.0,0.5,0.0,1.0,100.0,2,0
1,7,3,2,19,26.0,1,1,1,0,4.0,0.0,0.0,0.0,100.0,2,0
