GENDER,AGE_GROUP,reduce_GBN_CD,CT_PY_CYCLE_CD,CT_PY_PD,mean_AMT,GBN_CD_1,GBN_CD_2,GBN_CD_3,GBN_CD_4,보험계약건수,해지율,만기율,청구건수,계약유지율,코사인군집
2,5,7,2,5,160.0,1,0,0,0,11.0,0.0,0.18,0.0,100.0,3
1,5,7,2,10,99.0,1,0,0,0,5.0,0.0,0.0,11.0,100.0,0
1,2,2,2,64,20.5,1,1,1,1,5.0,0.8,0.0,1.0,100.0,4
2,4,2,2,10,44.0,0,1,0,0,14.0,0.07,0.0,0.0,100.0,1
1,4,8,2,5,14.5,0,0,0,1,22.0,0.0,0.09,1.0,100.0,4
1,7,2,2,10,54.0,0,1,0,0,4.0,0.25,0.0,3.0,100.0,1
2,2,2,2,10,18.0,0,1,0,0,15.0,0.4,0.0,0.0,100.0,4
2,6,2,2,10,34.0,0,1,0,0,8.0,0.25,0.12,0.0,100.0,1
2,5,7,2,3,590.0,1,0,0,0,12.0,0.0,0.17,3.0,100.0,2
1,4,2,2,10,9.0,0,1,1,1,20.0,0.55,0.0,0.0,100.0,4
2,6,2,2,10,35.0,0,1,0,0,8.0,0.12,0.0,0.0,100.0,1
2,4,2,2,10,38.333333333333336,0,1,1,0,9.0,0.22,0.0,0.0,13.333333333333334,3
2,5,3,2,20,1.0,1,0,0,0,11.0,0.0,0.0,3.0,100.0,4
2,6,2,2,34,21.0,1,1,0,0,2.0,0.5,0.0,0.0,8.57843137254902,2
2,5,7,2,5,170.0,1,0,0,0,22.0,0.09,0.59,0.0,100.0,3
2,3,8,2,5,14.0,0,0,0,1,5.0,0.4,0.0,0.0,100.0,4
1,2,5,2,20,23.0,1,1,1,1,3.0,0.0,0.0,0.0,100.0,4
1,3,7,2,3,550.0,1,0,0,0,9.0,0.56,0.0,2.0,66.66666666666666,2
1,4,1,2,20,27.0,1,1,1,0,5.0,0.2,0.0,0.0,100.0,4
1,6,2,2,10,37.0,0,1,0,0,12.0,0.0,0.08,1.0,100.0,1
2,5,1,2,20,95.0,1,1,1,0,3.0,0.0,0.0,2.0,100.0,0
2,5,3,2,20,11.0,0,1,1,0,10.0,0.3,0.0,0.0,100.0,4
1,3,3,2,20,11.0,0,1,1,0,10.0,0.0,0.9,1.0,100.0,4
1,3,1,2,20,120.0,1,1,1,1,1.0,0.0,0.0,0.0,100.0,0
2,6,2,2,10,22.0,0,1,0,0,3.0,0.0,0.33,0.0,100.0,4
2,5,8,2,10,37.0,0,1,0,0,10.0,0.3,0.0,1.0,100.0,1
1,5,8,2,5,36.0,0,0,0,1,10.0,0.1,0.0,4.0,100.0,1
1,2,7,2,10,110.0,1,0,0,0,2.0,0.0,0.0,3.0,100.0,0
2,6,4,2,15,130.0,1,1,0,0,5.0,0.0,0.0,0.0,100.0,0
1,5,3,2,20,8.0,1,0,0,0,11.0,0.09,0.0,0.0,100.0,4
2,7,2,2,29,22.0,0,1,0,0,9.0,0.22,0.44,0.0,100.0,4
2,6,7,2,5,220.0,1,1,0,0,3.0,0.33,0.0,0.0,100.0,3
2,2,2,2,20,70.0,1,1,1,0,7.0,0.14,0.14,0.0,100.0,1
2,6,7,2,5,240.0,1,0,0,0,12.0,0.17,0.0,1.0,100.0,3
2,5,2,2,10,47.0,0,1,1,0,11.0,0.18,0.09,1.0,100.0,1
1,3,2,2,10,17.0,0,1,1,0,3.0,0.0,0.0,1.0,100.0,4
1,6,3,2,5,13.0,1,0,0,0,8.0,0.0,0.0,1.0,100.0,4
2,6,1,2,10,376.6666666666667,1,1,1,1,9.0,0.67,0.0,1.0,60.83333333333333,2
2,6,2,2,15,41.0,0,1,1,0,7.0,0.29,0.14,1.0,100.0,1
1,5,3,2,20,12.0,0,1,1,0,8.0,0.38,0.0,1.0,100.0,4
2,3,2,2,10,23.0,0,1,0,0,5.0,0.0,0.0,0.0,100.0,4
2,5,1,2,20,17.0,1,0,0,0,12.0,0.17,0.0,0.0,100.0,4
1,2,1,2,30,63.0,1,1,1,1,8.0,0.0,0.12,0.0,100.0,1
2,4,8,2,5,19.5,0,0,0,1,6.0,0.0,0.0,0.0,100.0,4
2,3,5,2,3,110.0,1,1,1,1,7.0,0.14,0.14,0.0,100.0,0
2,5,2,2,10,16.0,0,1,0,0,12.0,0.0,0.0,0.0,100.0,4
1,4,1,2,15,205.0,1,1,1,1,1.0,0.0,0.0,0.0,100.0,3
2,6,8,2,15,110.0,0,1,0,0,6.0,0.0,0.0,3.0,100.0,0
1,2,1,2,30,20.0,1,0,0,0,9.0,0.11,0.0,4.0,100.0,4
2,4,3,2,20,22.0,1,1,1,0,11.0,0.45,0.0,2.0,100.0,4
1,3,1,2,20,93.5,1,1,0,1,8.0,0.0,0.0,0.0,100.0,0
2,5,2,2,10,33.0,0,1,1,0,8.0,0.12,0.12,1.0,100.0,1
1,2,2,2,10,18.0,0,1,1,0,5.0,0.2,0.0,0.0,100.0,4
2,7,2,2,33,28.0,1,1,0,0,6.0,0.33,0.0,0.0,100.0,4
2,5,7,2,10,110.0,1,0,0,1,4.0,0.25,0.25,2.0,100.0,0
2,5,2,2,10,30.0,0,1,1,0,2.0,0.0,0.0,0.0,100.0,1
1,2,1,2,20,48.0,1,1,1,0,4.0,0.0,0.0,0.0,100.0,1
2,2,3,2,20,11.0,0,1,1,0,3.0,0.67,0.0,0.0,100.0,4
2,5,2,2,10,41.0,0,1,1,0,14.0,0.36,0.07,0.0,100.0,1
2,4,7,2,20,260.0,1,0,0,0,2.0,0.0,0.0,5.0,100.0,3
2,3,1,2,20,120.0,1,1,1,0,3.0,0.0,0.0,0.0,100.0,0
2,3,7,2,10,120.0,1,0,0,0,19.0,0.0,0.0,4.0,100.0,0
2,3,2,2,20,47.66666666666666,1,1,1,0,6.0,0.5,0.0,0.0,36.25,0
1,5,3,2,20,11.0,0,1,1,0,12.0,0.42,0.08,0.0,100.0,4
2,6,2,2,40,32.0,1,1,1,0,7.0,0.57,0.0,0.0,0.4166666666666667,2
1,2,2,2,20,58.0,1,1,0,0,10.0,0.0,0.1,0.0,100.0,1
2,6,7,2,5,160.0,1,0,0,0,3.0,0.0,0.0,1.0,100.0,3
1,4,3,2,20,7.0,0,1,1,0,18.0,0.11,0.0,0.0,100.0,4
2,2,2,2,10,15.0,0,1,0,0,3.0,0.0,0.33,3.0,100.0,4
2,5,1,2,37,37.0,1,1,0,0,12.0,0.25,0.5,0.0,100.0,1
1,4,1,2,30,48.0,1,0,1,0,20.0,0.55,0.0,0.0,100.0,1
2,5,3,1,0,46.0,1,0,1,0,10.0,0.4,0.0,0.0,100.0,1
1,2,2,2,10,19.0,0,1,1,0,12.0,0.92,0.0,2.0,25.833333333333336,0
1,6,4,2,24,32.5,1,0,0,0,1.0,0.0,0.0,2.0,100.0,1
2,3,2,2,20,24.0,1,1,1,0,6.0,0.5,0.0,0.0,7.083333333333333,2
2,6,3,2,20,5.0,0,1,1,0,4.0,0.0,0.0,1.0,100.0,4
2,5,3,2,20,36.0,1,1,1,1,18.0,0.28,0.33,1.0,100.0,1
1,3,3,2,20,6.0,0,1,1,0,3.0,0.0,0.0,0.0,100.0,4
2,3,1,2,5,92.0,1,0,0,0,5.0,0.2,0.2,1.0,100.0,0
2,5,2,2,10,30.0,0,1,0,0,8.0,0.0,0.0,0.0,100.0,1
2,4,8,2,5,23.0,0,0,0,1,16.0,0.31,0.0,1.0,100.0,4
1,5,2,2,10,16.0,0,1,0,0,8.0,0.0,0.12,0.0,100.0,4
2,7,2,2,23,71.0,1,1,1,1,9.0,0.22,0.0,2.0,100.0,1
1,6,2,2,10,40.0,0,1,0,0,5.0,0.0,0.0,0.0,100.0,1
2,3,1,2,10,45.0,1,1,1,0,5.0,0.6,0.0,0.0,100.0,1
1,5,7,2,3,220.0,1,0,0,0,8.0,0.12,0.0,0.0,100.0,3
1,6,2,2,10,43.0,0,1,1,0,2.0,0.5,0.0,0.0,100.0,1
2,7,3,2,20,3.0,0,1,1,0,7.0,0.0,0.0,6.0,100.0,4
2,2,2,2,10,14.0,0,1,1,0,12.0,0.08,0.0,0.0,100.0,4
2,6,2,2,10,49.0,0,1,0,0,6.0,0.0,0.0,0.0,100.0,1
1,3,2,2,10,20.0,0,1,1,0,5.0,0.4,0.2,1.0,100.0,4
1,6,2,2,20,20.0,0,1,0,0,5.0,0.2,0.0,0.0,100.0,4
2,6,3,2,10,13.0,1,0,1,0,10.0,0.2,0.0,2.0,100.0,4
2,5,3,2,20,7.0,0,1,1,0,12.0,0.25,0.08,1.0,100.0,4
2,4,1,2,10,130.0,1,1,1,0,6.0,0.0,0.0,0.0,100.0,0
1,5,7,2,10,35.0,1,0,0,0,11.0,0.09,0.09,0.0,100.0,1
1,3,2,2,10,15.0,0,1,0,0,6.0,0.33,0.33,1.0,100.0,4
1,7,1,2,10,120.0,1,1,1,0,5.0,0.2,0.0,1.0,100.0,0
1,6,3,2,10,7.0,1,0,1,0,8.0,0.12,0.0,0.0,100.0,4
2,4,1,2,10,54.0,1,1,1,0,21.0,0.24,0.0,0.0,83.33333333333334,1
2,5,1,2,15,36.0,1,0,0,0,1.0,0.0,0.0,3.0,100.0,1
2,7,2,2,10,41.0,0,1,0,0,1.0,0.0,0.0,0.0,100.0,1
2,4,1,2,20,67.5,1,1,1,0,11.0,0.45,0.0,2.0,100.0,1
2,3,5,2,20,31.0,1,1,1,1,3.0,0.0,0.0,0.0,100.0,1
2,2,2,2,20,70.0,1,1,1,0,4.0,0.0,0.25,0.0,100.0,1
1,4,2,2,10,30.0,0,1,1,0,10.0,0.5,0.0,6.0,100.0,1
1,2,5,2,20,18.0,1,1,1,1,6.0,0.5,0.0,0.0,100.0,4
2,4,4,2,49,21.0,1,0,0,0,4.0,0.0,0.25,1.0,100.0,4
2,6,1,2,20,44.0,1,0,1,0,2.0,0.0,0.5,0.0,100.0,1
1,5,3,2,30,19.0,1,1,1,1,11.0,0.0,0.0,2.0,100.0,4
1,6,3,2,10,24.0,1,1,1,0,8.0,0.25,0.12,0.0,100.0,4
2,2,3,2,20,7.0,0,1,1,0,4.0,0.0,0.0,3.0,100.0,4
2,3,2,2,10,28.0,0,1,0,0,3.0,0.0,0.0,0.0,100.0,4
1,5,8,2,10,31.0,0,1,0,0,9.0,0.33,0.0,2.0,55.833333333333336,1
1,4,1,2,20,14.0,1,0,0,0,9.0,0.33,0.22,0.0,45.0,4
2,2,8,2,5,22.0,0,0,0,1,3.0,0.0,0.0,1.0,100.0,4
1,6,1,2,20,23.0,1,0,0,0,4.0,0.25,0.0,4.0,42.083333333333336,1
1,6,2,2,10,44.0,0,0,1,0,7.0,0.14,0.14,3.0,100.0,1
2,6,2,2,5,73.0,1,1,1,0,1.0,0.0,0.0,0.0,100.0,0
1,2,4,2,20,42.0,1,1,0,0,3.0,0.33,0.0,0.0,100.0,1
1,3,1,2,30,76.0,1,1,1,1,9.0,0.11,0.0,0.0,100.0,0
2,7,7,2,5,540.0,1,0,0,0,6.0,0.5,0.33,0.0,100.0,2
2,5,2,2,10,40.0,0,1,0,0,9.0,0.44,0.67,1.0,100.0,1
2,4,1,2,20,97.5,1,1,1,0,8.0,0.0,0.0,2.0,100.0,0
2,3,2,2,30,15.0,1,1,1,0,15.0,0.4,0.0,3.0,100.0,4
1,7,2,2,30,20.0,1,1,0,0,5.0,0.4,0.0,0.0,2.2222222222222223,2
1,7,3,2,10,7.0,1,0,1,0,6.0,0.0,0.0,1.0,100.0,4
2,7,2,2,10,19.0,0,1,0,0,8.0,0.0,0.0,0.0,100.0,4
1,4,7,2,10,660.0,1,0,1,0,11.0,0.18,0.27,3.0,100.0,2
1,6,9,2,5,180.0,0,0,0,1,2.0,0.5,0.0,1.0,100.0,3
1,6,3,2,10,11.0,1,1,1,1,16.0,0.0,0.38,0.0,100.0,4
1,6,3,2,20,64.0,1,1,1,0,5.0,0.0,0.0,0.0,100.0,1
2,2,7,1,0,5000.0,1,0,0,0,10.0,0.0,0.0,0.0,100.0,2
1,5,7,2,5,110.0,1,0,0,0,14.0,0.14,0.07,0.0,100.0,0
1,5,2,2,10,24.0,0,1,0,0,13.0,0.31,0.0,1.0,34.166666666666664,0
2,5,7,2,10,160.0,1,0,0,0,17.0,0.29,0.0,1.0,100.0,3
1,5,5,2,20,36.0,1,0,1,1,2.0,0.0,0.0,0.0,100.0,1
2,6,2,2,10,33.0,0,1,1,0,7.0,0.29,0.0,0.0,100.0,1
2,3,2,2,10,9.0,0,1,0,0,6.0,0.5,0.0,0.0,100.0,4
1,3,2,2,10,25.0,0,1,1,0,7.0,0.71,0.0,0.0,100.0,4
2,4,1,2,15,70.0,1,0,1,0,9.0,0.56,0.0,1.0,100.0,1
1,3,1,2,20,57.0,1,1,1,0,9.0,0.11,0.33,0.0,100.0,1
1,5,7,2,10,44.0,1,0,0,0,11.0,0.0,0.0,0.0,100.0,1
2,7,2,2,10,70.0,0,1,0,0,2.0,0.0,0.0,0.0,100.0,1
1,4,2,2,20,37.0,0,1,1,0,14.0,0.07,0.07,1.0,100.0,1
1,6,2,2,10,41.0,0,1,0,0,3.0,0.0,0.0,3.0,100.0,1
1,6,7,2,5,100.0,1,0,0,1,6.0,0.17,0.0,1.0,100.0,0
1,7,1,2,5,140.0,1,0,0,0,1.0,0.0,0.0,0.0,100.0,0
2,6,1,2,10,110.0,1,1,1,0,4.0,0.0,0.25,2.0,100.0,0
2,6,2,2,10,30.0,0,1,0,0,10.0,0.0,0.2,2.0,100.0,1
1,6,7,1,0,5000.0,1,0,0,0,6.0,0.17,0.17,0.0,100.0,2
2,6,1,2,10,87.0,1,0,0,0,12.0,0.0,0.08,4.0,100.0,0
2,5,3,2,20,5.0,1,0,0,0,10.0,0.1,0.6,1.0,100.0,4
2,7,7,2,5,170.0,1,0,0,1,9.0,0.0,0.33,0.0,100.0,3
2,6,3,2,5,16.0,1,0,0,0,4.0,0.25,0.0,0.0,100.0,4
2,6,2,2,10,58.0,0,1,1,0,6.0,0.0,0.83,1.0,100.0,1
2,4,7,2,10,51.0,1,0,0,0,13.0,0.23,0.0,0.0,100.0,1
2,7,2,2,10,36.0,0,1,0,0,7.0,0.0,0.0,0.0,100.0,1
1,5,3,2,20,10.0,0,1,1,0,6.0,0.0,0.17,0.0,100.0,4
2,3,2,2,10,22.0,0,1,1,0,4.0,0.0,0.0,0.0,100.0,4
2,2,5,2,3,16.0,1,1,1,1,5.0,0.2,0.0,0.0,100.0,4
2,5,1,2,20,70.0,1,1,1,0,13.0,0.15,0.0,0.0,100.0,1
2,6,2,2,10,49.0,0,1,0,0,5.0,0.0,0.0,0.0,100.0,1
1,2,3,2,20,20.0,1,1,1,0,10.0,0.0,0.1,0.0,100.0,4
2,6,9,2,3,24.0,0,0,0,1,4.0,0.0,0.25,0.0,100.0,4
2,7,9,2,5,33.0,0,1,1,1,16.0,0.31,0.0,1.0,100.0,1
2,2,3,2,30,8.0,1,0,1,0,12.0,0.08,0.0,0.0,3.055555555555556,2
1,6,2,2,10,45.0,0,1,0,0,12.0,0.08,0.58,0.0,100.0,1
2,4,7,2,5,330.0,1,0,0,0,10.0,0.0,0.3,0.0,100.0,3
2,5,1,2,20,180.0,1,1,1,1,2.0,0.0,0.0,7.0,100.0,3
1,6,1,2,10,180.0,1,1,1,0,18.0,0.44,0.11,0.0,100.0,3
1,3,2,2,10,16.0,0,1,0,0,4.0,0.0,0.0,0.0,100.0,4
2,5,7,2,10,190.0,1,0,0,0,7.0,0.29,0.0,0.0,100.0,3
2,5,7,2,5,110.0,1,0,0,1,18.0,0.28,0.0,0.0,100.0,0
1,4,1,2,20,81.0,1,1,1,0,20.0,0.55,0.0,0.0,100.0,0
1,5,4,2,36,29.0,0,0,0,1,7.0,0.86,0.0,0.0,8.333333333333332,2
2,6,1,2,15,51.333333333333336,1,1,1,1,3.0,0.0,0.0,0.0,100.0,1
2,5,2,2,10,69.0,0,1,1,0,6.0,0.5,0.33,1.0,100.0,1
2,5,1,2,10,88.0,1,1,1,0,4.0,0.25,0.0,0.0,100.0,0
1,4,8,2,5,24.0,0,0,0,1,10.0,0.2,0.1,2.0,100.0,4
1,5,2,2,10,46.0,0,1,1,0,12.0,0.25,0.25,1.0,100.0,1
1,7,7,1,0,5000.0,1,0,0,0,1.0,0.0,0.0,0.0,100.0,2
2,5,2,2,5,83.0,1,1,1,0,3.0,0.0,0.0,0.0,100.0,0
2,6,7,2,5,330.0,1,0,0,0,3.0,0.33,0.0,1.0,100.0,3
2,6,2,2,5,77.0,0,1,1,0,10.0,0.0,0.0,3.0,100.0,0
1,5,7,2,5,160.0,1,0,0,0,16.0,0.62,0.0,1.0,3.333333333333333,2
2,7,2,2,10,30.0,0,1,0,0,18.0,0.06,0.72,0.0,100.0,1
1,3,1,2,10,45.0,1,1,1,0,8.0,0.12,0.75,1.0,100.0,1
1,2,3,2,20,10.0,0,1,1,0,7.0,0.14,0.14,0.0,100.0,4
2,6,2,2,34,26.0,1,1,1,0,4.0,0.0,0.0,2.0,100.0,4
1,4,8,2,5,12.0,0,0,0,1,5.0,0.8,0.0,0.0,96.66666666666669,4
2,4,2,2,10,28.0,0,1,0,0,5.0,0.4,0.0,4.0,100.0,4
2,4,2,2,10,25.0,0,1,0,0,4.0,0.25,0.0,0.0,100.0,4
1,6,2,2,10,33.0,0,1,0,0,1.0,0.0,0.0,0.0,100.0,1
1,5,8,2,12,65.0,1,0,0,1,7.0,0.14,0.0,0.0,100.0,1
2,3,2,2,10,20.0,0,1,1,0,13.0,0.31,0.08,1.0,100.0,4
1,4,8,2,5,18.0,0,0,0,1,13.0,0.0,0.23,2.0,100.0,4
2,4,1,2,20,110.0,1,1,1,0,5.0,0.4,0.0,1.0,100.0,0
2,4,2,2,20,28.0,0,0,1,0,3.0,0.0,0.0,0.0,100.0,4
2,3,1,2,20,25.0,1,1,0,0,6.0,0.0,0.0,0.0,100.0,4
1,5,2,2,10,17.0,0,1,0,0,2.0,0.0,0.0,0.0,100.0,4
2,2,8,2,5,23.0,0,0,0,1,13.0,0.23,0.08,1.0,100.0,4
1,3,2,2,10,18.0,0,1,0,0,2.0,0.0,0.0,3.0,100.0,4
2,7,2,2,10,120.0,0,1,1,0,6.0,0.17,0.17,1.0,100.0,0
2,5,3,2,20,24.0,1,1,1,0,8.0,0.62,0.0,3.0,100.0,4
2,3,7,2,29,160.0,1,0,0,0,12.0,0.17,0.08,1.0,100.0,3
1,4,3,2,10,36.0,1,1,1,1,10.0,0.5,0.0,6.0,100.0,1
2,5,8,2,10,68.0,0,1,0,0,1.0,0.0,0.0,0.0,100.0,1
1,4,1,2,20,160.0,1,1,1,0,4.0,0.0,0.0,1.0,100.0,3
1,3,2,2,10,23.0,0,1,0,0,13.0,0.08,0.0,0.0,100.0,4
2,4,2,2,10,45.0,0,1,0,0,2.0,0.0,0.0,5.0,100.0,1
2,6,7,2,10,87.0,1,0,0,0,5.0,0.2,0.0,0.0,100.0,0
2,4,1,2,15,43.0,1,1,0,0,3.0,0.0,0.0,1.0,100.0,1
1,5,7,2,15,54.0,1,1,0,1,3.0,0.0,0.0,0.0,21.11111111111111,3
1,5,7,2,10,38.0,1,0,0,0,5.0,0.0,0.0,1.0,100.0,1
2,3,2,2,20,5.0,0,1,0,0,6.0,0.0,0.0,2.0,100.0,4
2,5,2,2,10,24.0,0,1,0,0,12.0,0.58,0.0,0.0,100.0,4
1,3,2,2,10,26.0,0,1,1,0,3.0,0.33,0.0,1.0,100.0,4
2,3,2,2,10,30.0,0,1,1,0,8.0,0.5,0.0,0.0,100.0,1
2,6,7,2,5,160.0,1,0,0,1,5.0,0.6,0.0,7.0,43.333333333333336,3
2,2,3,2,20,6.0,0,1,1,0,5.0,0.4,0.0,0.0,100.0,4
2,4,4,2,30,52.0,1,1,0,0,4.0,0.5,0.0,1.0,100.0,1
2,3,8,2,15,67.0,1,0,0,0,5.0,0.0,0.2,1.0,100.0,1
1,2,3,2,20,18.0,1,0,1,0,7.0,0.0,0.57,0.0,100.0,4
1,7,3,2,20,3.0,0,1,1,0,10.0,0.2,0.0,0.0,100.0,4
2,2,8,2,5,25.0,0,0,0,1,6.0,0.17,0.0,3.0,100.0,4
1,4,8,2,10,44.0,0,1,0,0,13.0,0.08,0.0,0.0,100.0,1
2,4,3,2,20,7.0,0,1,1,0,5.0,0.2,0.2,2.0,100.0,4
2,4,2,2,10,24.0,0,1,1,0,8.0,0.0,0.0,0.0,100.0,4
1,5,1,2,5,130.0,1,0,0,0,7.0,0.71,0.14,4.0,100.0,0
1,5,3,2,20,11.0,1,1,1,0,11.0,0.55,0.0,1.0,100.0,4
2,6,2,2,10,86.0,0,1,1,0,2.0,0.5,0.0,1.0,100.0,0
2,5,1,2,5,120.0,1,0,0,0,11.0,0.0,0.0,2.0,100.0,0
1,3,2,2,30,7.0,0,1,1,1,3.0,0.33,0.0,0.0,100.0,4
2,6,2,2,10,25.0,0,1,0,0,4.0,0.0,0.0,2.0,100.0,4
1,6,2,2,10,65.0,0,1,1,0,6.0,0.17,0.0,0.0,100.0,1
2,3,2,2,10,22.0,0,1,1,0,8.0,0.12,0.0,0.0,100.0,4
1,3,2,2,10,14.0,0,1,1,0,16.0,0.19,0.25,3.0,100.0,4
2,6,3,2,20,5.0,0,1,1,0,8.0,0.0,0.12,0.0,100.0,4
1,2,8,2,5,8.5,0,0,0,1,4.0,0.0,0.0,0.0,100.0,4
2,6,7,1,0,5000.0,1,0,0,0,11.0,0.0,0.09,0.0,100.0,2
2,2,1,2,30,62.0,1,1,1,0,14.0,0.21,0.0,0.0,100.0,1
1,6,2,2,10,57.0,0,1,1,0,1.0,0.0,0.0,0.0,100.0,1
2,7,1,2,15,38.0,1,0,0,0,1.0,0.0,0.0,0.0,100.0,1
1,2,1,2,20,67.0,1,1,1,0,8.0,0.25,0.12,0.0,100.0,1
2,3,2,2,10,29.0,0,1,1,0,5.0,0.4,0.0,0.0,58.333333333333336,1
2,5,7,2,10,44.0,1,0,0,1,11.0,0.09,0.0,1.0,100.0,1
1,6,2,2,41,23.0,1,1,1,0,8.0,0.5,0.0,0.0,100.0,4
2,4,1,2,20,9.0,1,0,0,0,12.0,0.67,0.0,1.0,100.0,4
2,2,2,2,10,10.0,0,1,0,0,11.0,0.18,0.27,2.0,100.0,4
2,4,7,2,10,940.0,1,0,0,0,9.0,0.56,0.0,0.0,100.0,2
1,3,3,2,20,22.0,1,1,1,0,10.0,0.2,0.2,3.0,100.0,4
2,6,2,2,38,12.0,0,1,0,0,3.0,0.33,0.0,0.0,100.0,4
1,2,4,2,20,37.0,1,0,0,0,11.0,0.0,0.91,0.0,100.0,1
2,4,4,2,20,47.0,1,1,0,0,14.0,0.07,0.07,0.0,100.0,1
1,6,3,2,20,8.0,0,1,1,0,5.0,0.0,0.2,1.0,100.0,4
2,6,3,2,20,17.0,1,1,1,1,5.0,0.2,0.0,1.0,100.0,4
2,5,2,2,20,33.0,1,1,0,0,7.0,0.14,0.0,0.0,100.0,1
1,3,1,2,10,38.0,1,1,1,0,7.0,0.0,0.14,2.0,100.0,1
2,6,2,2,39,29.0,1,1,0,0,2.0,0.0,0.0,3.0,100.0,4
2,6,1,2,15,27.0,1,0,0,0,12.0,0.0,0.0,2.0,100.0,4
1,3,2,2,10,11.0,0,1,1,0,12.0,0.17,0.08,0.0,100.0,4
1,6,2,2,38,21.0,0,1,0,0,6.0,0.0,0.0,0.0,100.0,4
2,2,7,2,10,70.0,1,0,0,0,2.0,0.0,0.0,0.0,100.0,1
2,4,1,2,20,10.0,1,0,0,0,9.0,0.11,0.44,0.0,100.0,4
2,5,7,2,10,45.0,1,0,0,1,8.0,0.25,0.12,0.0,31.666666666666664,0
2,5,7,2,5,360.0,1,0,0,0,3.0,0.0,0.0,0.0,100.0,3
2,5,7,1,0,5000.0,1,0,0,0,5.0,0.2,0.2,0.0,100.0,2
1,4,3,2,20,6.0,0,1,1,0,24.0,0.25,0.0,0.0,100.0,4
2,6,5,2,15,14.0,1,0,1,1,2.0,0.0,0.0,0.0,100.0,4
2,4,8,2,5,29.5,0,0,0,1,12.0,0.67,0.08,0.0,100.0,4
1,5,7,2,20,60.0,1,0,0,0,8.0,0.25,0.0,0.0,100.0,1
2,2,2,2,10,16.0,0,1,1,0,3.0,0.67,0.0,2.0,100.0,4
1,5,2,2,10,18.0,0,1,0,0,10.0,0.4,0.0,1.0,100.0,4
2,3,3,2,20,37.0,1,0,0,0,5.0,0.2,0.0,0.0,100.0,1
2,3,2,2,10,15.0,0,1,0,0,12.0,0.17,0.0,2.0,100.0,4
2,7,2,2,10,34.0,0,1,0,0,7.0,0.43,0.29,2.0,100.0,1
1,6,7,2,5,240.0,1,0,0,0,2.0,0.5,0.0,5.0,100.0,3
2,6,3,2,20,35.0,1,1,1,0,1.0,0.0,0.0,0.0,100.0,1
1,3,3,2,5,10.0,1,0,0,0,13.0,0.0,0.38,0.0,100.0,4
1,7,2,2,10,23.0,0,1,0,0,1.0,0.0,0.0,0.0,100.0,4
2,6,2,2,10,23.0,0,1,0,0,5.0,0.2,0.0,0.0,100.0,4
1,4,7,2,5,120.0,1,0,0,0,6.0,1.0,0.0,1.0,100.0,0
2,3,1,2,20,36.0,1,0,0,0,2.0,0.0,0.0,1.0,100.0,1
1,2,1,2,20,84.0,1,1,0,0,11.0,0.09,0.0,2.0,100.0,0
2,2,7,1,0,5000.0,1,0,0,0,3.0,0.0,0.0,0.0,100.0,2
1,2,3,2,20,9.0,0,1,1,0,6.0,0.33,0.17,0.0,100.0,4
1,5,2,2,10,39.0,0,1,1,0,7.0,0.0,0.0,7.0,100.0,1
2,5,5,2,20,13.0,1,0,1,1,9.0,0.0,0.22,1.0,100.0,4
1,2,2,2,10,15.0,0,1,0,0,5.0,0.0,0.0,1.0,100.0,4
2,2,7,2,10,140.0,1,0,0,0,5.0,0.0,0.0,0.0,100.0,0
2,6,9,2,3,27.0,0,0,0,1,1.0,0.0,0.0,0.0,100.0,4
2,3,5,2,20,11.0,1,0,1,1,6.0,0.5,0.0,0.0,7.083333333333333,2
1,5,3,2,20,7.0,0,1,1,0,6.0,0.0,0.0,4.0,100.0,4
1,5,7,2,10,43.0,1,0,0,0,6.0,0.17,0.0,0.0,100.0,1
2,2,1,2,20,150.0,1,1,1,1,1.0,0.0,0.0,1.0,100.0,0
2,7,7,2,5,150.0,1,0,0,1,2.0,0.0,0.0,0.0,100.0,0
1,5,1,2,15,38.0,1,0,0,0,6.0,0.33,0.0,0.0,100.0,1
2,4,2,2,10,33.0,0,1,0,0,8.0,0.12,0.12,0.0,100.0,1
1,6,3,2,20,5.0,0,1,1,0,8.0,0.0,0.0,0.0,100.0,4
2,7,2,2,10,35.0,0,1,0,0,9.0,0.44,0.0,5.0,100.0,1
1,5,8,2,20,52.0,0,1,0,0,4.0,0.0,0.0,0.0,100.0,1
1,3,2,2,20,31.0,0,1,0,0,6.0,0.33,0.0,0.0,100.0,1
2,3,2,2,20,58.0,1,1,1,0,3.0,0.0,0.0,1.0,100.0,1
2,4,5,2,20,24.0,1,1,1,1,3.0,0.33,0.0,0.0,100.0,4
1,5,2,2,10,27.0,0,1,1,0,10.0,0.3,0.0,3.0,100.0,4
2,5,1,2,5,120.0,1,0,0,0,10.0,0.4,0.0,0.0,100.0,0
2,7,2,2,31,40.0,1,1,1,0,6.0,0.0,0.0,0.0,100.0,1
1,7,7,2,3,70.0,1,0,0,0,10.0,0.4,0.0,0.0,100.0,1
2,3,5,2,10,16.0,1,0,1,1,9.0,0.0,0.0,3.0,100.0,4
2,3,8,2,20,36.0,1,1,1,0,15.0,0.47,0.07,0.0,100.0,1
1,1,3,1,0,50.0,1,0,1,0,5.0,0.0,0.0,3.0,100.0,1
